ResourceID,Record Number,Name,Entity Type
729d47ad-9517-5d8f-8ca3-eadb15477098,au::10716,De Kunst der Nederlanden,Tijdschrift
a37468cc-d5bd-5eb0-8fbd-6f728c3700fc,au::1072,Band,Tijdschrift
d8270bb1-14c5-5ec7-96fa-d64a2f41c224,au::10727,Kunst in België,Tijdschrift
c92c888b-a933-50ac-9b18-53b463e51213,au::1073,Band Tussen School en Huis,Tijdschrift
c3a70465-f7a2-51b4-b600-b2aebdeb7d6d,au::10739,Kunstbeleven,Tijdschrift
c05c09ac-a30c-5d59-ab92-36a3c045bb35,au::10746,Kunstecho's,Tijdschrift
55933a7a-ab02-57c8-bdf7-a7fcccee466a,au::10757,De Kunstgids,Tijdschrift
59a96c51-9034-553e-ab6f-c3fbd8b1fb77,au::10758,Kunstgids,Tijdschrift
7b212e09-6989-54eb-a0eb-aff9ee8db9f1,au::10785,Kuur,Tijdschrift
65a37d27-c672-557f-b9fe-0d7daf5a38f5,au::107961,Fedekam-Nieuws,Tijdschrift
8a580976-7948-569a-a769-7e89dd970a19,au::107984,Kunst- en Cultuuragenda,Tijdschrift
bd9f0835-ca66-5305-bd72-a86252e049af,au::108022,Muziek en woord,Tijdschrift
2b4799be-8817-50f2-9887-ed81d4bc65bb,au::10804,Laagland,Tijdschrift
d193a448-24a0-58ac-8877-04d3d3b1c5c9,au::108068,Adem,Tijdschrift
64e137cb-d8ab-5142-8519-810756d57eb3,au::108098,Tempus Fugit : Literair & jazzistiek tijdschrift,Tijdschrift
1fac116e-693d-5ca1-b656-eccb89df78f9,au::108100,Sjeppelroot Thir(s)ty One,Tijdschrift
9ee3d126-145c-5f9f-b4b3-1ae0a620db91,au::10815,Het Laatste Nieuws,Tijdschrift
0796983c-e114-564f-b190-a0334d301100,au::108167,De Vlaamsche Radiogids,Tijdschrift
dc4f5a49-4f95-531a-a965-f18edb9c27b8,au::10822,Labris,Tijdschrift
9e41ccd4-2819-549f-b3a4-05028bdada44,au::108394,Trouw,Tijdschrift
ed12a28e-eb17-5bc3-ac44-7e65c23cf7ed,au::108395,B revue,Tijdschrift
e7fc8ede-5194-501a-b38a-90eb0ff2c186,au::108398,De radio- en televisieweek: weekblad,Tijdschrift
7e5077b9-9045-5232-a431-14ca62d08254,au::108399,De radioweek,Tijdschrift
f49fe153-a67b-59aa-b884-d2122016279f,au::108485,Juke-Box,Tijdschrift
b811248f-6a92-5780-8ac8-4bc4822c8971,au::108536,Billboard,Tijdschrift
cd724b1d-63fe-52fe-bd65-a4fd3592d46d,au::108542,The Cash Box,Tijdschrift
26d59a38-2d1f-52af-845c-22122320905c,au::108719,Vers l'Avenir,Tijdschrift
0cbf800c-849e-523b-b368-a0377c3ac02e,au::108720,La Nouvelle Gazette de Bruxelles,Tijdschrift
88a12fbd-10d2-5541-91cc-d098f96c9799,au::108722,'t Trouwe Kempenland: katoliek weekblad voor de Kempen,Tijdschrift
353bf66f-7b54-5de3-864a-2c51711467d7,au::108723,La Meuse,Tijdschrift
6376007d-919f-5a79-99e5-27d7f2251fdf,au::108724,Het Tooneel,Tijdschrift
27726cc5-6b06-56ef-aded-c9ce4d0bfbe0,au::108725,Le Nouveau Journal,Tijdschrift
1d133307-1f74-5415-a396-e80ea5fe9b43,au::108726,Gazette de Liège,Tijdschrift
19fe3e2b-2566-5ded-870f-a8e67536cda1,au::108780,La Revue Musicale Belge,Tijdschrift
ada71f05-98c6-5cc7-ad01-5bbb63bcefd4,au::1096,Bardit,Tijdschrift
4e2d10fc-c47e-5fdf-9ffb-736babe955cf,au::10974,Het Land [Dagblad],Tijdschrift
c6cbe9e6-886e-517a-bf61-781a53335eae,au::10975,Het Land van Aalst,Tijdschrift
b04c45b8-3fdf-5ee3-a82f-66ad90b90dff,au::10976,'t Land van Ryen,Tijdschrift
d7884edc-3109-5aaa-bdca-fe1aee935600,au::109769,Tempo Music Journal,Tijdschrift
8207b1f4-af57-5630-a818-f712e4c293c4,au::109774,The World's Encyclopaedia of Recorded Music,Tijdschrift
4737f579-6fd2-555d-bd4d-a930c2f9c527,au::109912,DM Magazine,Tijdschrift
678cc3df-daf9-5300-afe1-4ab8e4b215c5,au::109950,Mimo,Tijdschrift
6c9ee72f-e951-5bdb-a539-9f9370621049,au::11006,Lange Wapper,Tijdschrift
6035f88c-6339-5b89-98dc-e65f1fade3be,au::110260,Contra,Tijdschrift
8fd4d393-a172-5f0d-967a-9177cc390e1c,au::110589,Mandragora,Tijdschrift
5fc77c5e-b541-5ac3-b6e5-34691b905c3a,au::110602,Jazz Hot,Tijdschrift
c75377c0-e0c3-55a8-818b-a742ad40dee8,au::110610,Index,Tijdschrift
9d5482eb-93d7-5b9f-9f52-64e08893a45f,au::110628,De Deur - een literair getint tijdschrift,Tijdschrift
70ab1923-1634-5d26-b253-4fc5f6a5acb1,au::110714,Schoon Schip,Tijdschrift
705764c7-dc59-5c9a-9edc-e22c4c9cfee6,au::110718,Groot Vizier,Tijdschrift
8ae81b49-d4a0-51e5-bfc4-d115f5f42961,au::110732,Voila : gazette hebdomadaire de la bonne humeur paraissant le vendredi.,Tijdschrift
f4b3e2e0-4113-55af-9f12-9fdfbb15cef4,au::110781,Wekroep,Tijdschrift
bf130400-5cef-598f-a4a2-40039d2fdbfb,au::111694,Legerkoerier,Tijdschrift
1c7001b5-7448-54e9-9b63-43d9ed3e7f5e,au::111994,Gonzo Circus Magazine,Tijdschrift
84647a4f-5566-57f5-8a03-57ef17978b47,au::112154,Story,Tijdschrift
4db32b0b-18fc-5726-b106-29366a001355,au::112155,"Het woord, maandblad der Vlaamsche tooneelstrijders",Tijdschrift
9bb4b011-054a-51d9-9edc-bd89cf5fa197,au::112603,IJzerbloemen,Tijdschrift
7ca64c20-1a7e-51c6-89d6-6dc520c5e414,au::11274,Leiding,Tijdschrift
5556cb9c-8628-5119-a164-9bdd0ec31dd2,au::11278,Leieland,Tijdschrift
59a6dc16-6f17-54f4-bb9d-5cc8daeff852,au::112805,Journal de la Haye,Tijdschrift
17336e20-b016-5f51-9ded-236a7074963d,au::112891,Brutaal,Tijdschrift
586ce6f4-b748-5fb9-afc3-0060d70db598,au::112896,Revo,Tijdschrift
5a84c516-3c75-5ca3-9602-6c21db09e71b,au::112897,Lift,Tijdschrift
4bddeecb-f681-5711-b1e5-ccff7c421fec,au::11290,Lektuurgids,Tijdschrift
dd1349c4-491e-5427-8f1c-aa7ce779e039,au::112920,Oogst vzw,Tijdschrift
980e7e36-1a4b-5ad1-8053-9b761d85575f,au::113454,Beelding,Tijdschrift
bd9fd5a3-9b01-5749-8e33-7fa9011ffce5,au::11347,Lens,Tijdschrift
b1e209d6-8377-5d48-8b44-d7f89969a077,au::113473,Boekblad,Tijdschrift
d534869e-f2a5-5972-be29-521f1a7b2b15,au::113767,De nieuwe impact,Tijdschrift
9b8fb797-b2cb-5516-895f-2058286628d1,au::11507,La Libre Belgique [Dagblad],Tijdschrift
3a70cb77-3936-5d0e-bb52-811fa6a90cce,au::11598,Limburg,Tijdschrift
1b159259-0076-58fd-81f9-da97c6be9324,au::11645,De Linie,Tijdschrift
71c1fe30-14ca-566e-a162-1e4b280ac9cb,au::11646,De Linie,Tijdschrift
94e741a3-ea38-57ac-9145-a9ef581a0121,au::11647,Links,Tijdschrift
f382ab99-7d90-52e5-8c5d-b642683c8cd0,au::11677,Literair Akkoord,Tijdschrift
32216bd0-0c52-51d2-91b3-9935f642aaa1,au::11686,Literatuur,Tijdschrift
14512c87-0830-5210-b7f0-09b0db051e44,au::11840,Lucifer,Tijdschrift
8a6318fb-5d4e-5d59-993e-bf4ae7adcdec,au::11849,Lumière,Tijdschrift
1d1f8a7a-67e0-5a34-8188-8ddc285756dc,au::11915,M&L-Monumenten en Landschappen,Tijdschrift
531a13f7-3861-5e3d-8ed1-848abf54d722,au::11916,De Maand,Tijdschrift
d06bfe4c-6914-501b-8cf7-09e292dc835a,au::11917,Maandblad voor Oude en Jonge Kunst,Tijdschrift
e1197e44-635d-52ad-9709-fc90b23434bd,au::11918,Maandblad voor Volksche Opvoeding,Tijdschrift
9fbc225f-ea54-533d-9f8b-b9b85f004a3a,au::11949,Maatstaf,Tijdschrift
841f2d29-b485-5b7c-8e7c-2a13e85dbdd7,au::12322,Het Masker,Tijdschrift
c42bba9d-fddb-549f-9ba3-d7253ad398fd,au::12356,Le Matin [Dagblad],Tijdschrift
4f8671ab-e65b-5f5d-9470-5016fa368baf,au::12493,Le Meeting [Dagblad],Tijdschrift
09629680-5920-5890-ad0a-1d942f355a1f,au::1254,Beeld,Tijdschrift
f3426b5a-d01d-5241-9920-93dba4a71038,au::12596,Mens en Melodie,Tijdschrift
4b16d376-6259-5416-bde3-9e18f79d6fb1,au::12599,Mens en Taak,Tijdschrift
be29d7b3-b64e-573d-8128-14c3cad70f47,au::12603,Mep,Tijdschrift
c5f21c9e-9672-5308-a1c6-dcd8a9a2dd1b,au::12622,De Meridiaan,Tijdschrift
428885b5-ebf1-5008-a98c-e6c00b013648,au::12704,La Métropole [Dagblad],Tijdschrift
b0723e74-6f52-5335-9fd5-e59e0a1aedbc,au::12856,De Middelaer,Tijdschrift
ed31238c-2182-566d-9546-0d6fa3290bb3,au::12930,Minerva,Tijdschrift
1b179aae-1447-500f-b33d-bf82001ac3e8,au::13004,Moerland,Tijdschrift
af17c42f-dd6b-5061-8c11-2b4304e00c9a,au::1307,Beiaard der Lage Landen,Tijdschrift
d1e3506c-3a48-5b8e-8965-f833254ace91,au::13143,De Morgen [Dagblad],Tijdschrift
8bad3e55-cac2-5d20-98ce-ae695b064ca1,au::13144,Morgen,Tijdschrift
76814f9c-3a3c-50fe-bb8a-33a4c0993716,au::13341,Musica Sacra,Tijdschrift
f991f43e-924e-57eb-a6db-d8f4606dbaa4,au::13369,De Muziek,Tijdschrift
ed9833f9-6d6f-5293-b53f-0ea3e3d824e0,au::1338,Het Belang van Limburg,Tijdschrift
1572061e-7121-5d27-98cc-a0968bde6853,au::13389,Muziekwarande,Tijdschrift
643c71da-0f54-5e66-9dc5-3e1a9b7efb04,au::13418,Namens - Tijdschrift over Vertegenwoordiging en Democratisch Bestuur,Tijdschrift
244ea42b-f021-5a30-b063-f186cb916d5e,au::13503,Natuur en Wetenschap,Tijdschrift
3e0b2670-1834-5592-beb2-1ec9f23a96bb,au::13504,Natuurwereld,Tijdschrift
a70694b6-79e2-5d7a-8793-4e54f1e44790,au::13506,Natuurwetenschappelijk Tijdschrift,Tijdschrift
4be712c7-204f-523d-a7be-f79af79cdd0a,au::1352,Het Belfort,Tijdschrift
54dc3cfd-2584-596f-9ef8-90366ffc5347,au::1353,Het Belfort,Tijdschrift
848df969-5389-5050-bec0-56f89775916d,au::13531,Neder-Over-Heembeek,Tijdschrift
c24b8e50-7810-5284-a1c2-5ecc734f2926,au::13533,Nederduitsch Maandschrift,Tijdschrift
0888506e-2211-5c8a-93e7-60f1d3ed15ed,au::13535,Nederduitsch Tijdschrift,Tijdschrift
4f0b0a7a-cbb2-5b41-b25a-719129381a05,au::13537,Nederduitsche Letteroefeningen,Tijdschrift
0c25639b-46b1-5ef1-8514-99f0d26e68bf,au::1355,Der Belfried,Tijdschrift
70518f60-f24c-5ae5-84c2-df76d64fae98,au::13563,Nederlandsch Museum,Tijdschrift
71d77882-6468-5baa-9ef6-569a88722ad0,au::13567,Het Nederlandsch Tooneel,Tijdschrift
0c252fff-da9e-5349-a582-2277e866464f,au::13569,Nederlandsche Dicht- en Kunsthalle,Tijdschrift
681db2c3-3a27-5891-a0fd-21aedc5d1881,au::13570,Nederlandsche Historiebladen,Tijdschrift
e59deca9-de8e-5fb6-90e2-ce7384dee326,au::1358,Belgica,Tijdschrift
891df98a-8955-509b-bdb5-9d2ea4c0f548,au::13594,Neerlandia,Tijdschrift
b6146344-2d97-5d11-9df1-a9f7ca9be183,au::13628,Neohumanisme,Tijdschrift
ce4ff1ae-86fb-5770-a8ad-c190ff01980a,au::13650,De Nethebode,Tijdschrift
c8589db3-8384-5d47-815c-bbb21bd5e584,au::13694,Nieuw Gewas,Tijdschrift
c52de781-cbfa-57ac-a1f1-8b432d2dab68,au::13697,Nieuw Leven,Tijdschrift
19e53d25-8032-5a94-94a1-d4197fb6bb45,au::13698,Nieuw Leven,Tijdschrift
fc0a8116-bf89-52f3-af09-ca51e379dc36,au::13700,Het Nieuw Pennoen,Tijdschrift
74bed9d0-2f80-5e96-b769-53b1a649f169,au::13704,Nieuw Vlaams Tijdschrift,Tijdschrift
190b724f-5621-556c-baf0-c9d47b710c0c,au::13706,Nieuw Vlaanderen,Tijdschrift
77be0665-0110-5e91-9a60-a9dca5331c59,au::13707,Nieuw Vlaanderen,Tijdschrift
456f06af-95dd-5c97-8e41-5842495268cc,au::13708,Nieuw Vlaanderen,Tijdschrift
c9d95808-c126-561f-addc-c8fb8f4ee169,au::13710,Nieuw Wereldtijdschrift,Tijdschrift
00b3a889-1e01-5515-aefd-8a0f590f1d90,au::13711,De Nieuwe,Tijdschrift
fd641812-5af2-5b8f-ae36-c904322e9738,au::13712,Nieuwe Arbeid [Maandblad],Tijdschrift
86536f68-7699-5402-ad4d-1a8e18339669,au::13716,De Nieuwe Gazet,Tijdschrift
4e8107cb-32c6-51a6-9fe5-405ac4283fa4,au::13720,De Nieuwe Gids,Tijdschrift
6d2170b5-1d0e-57b4-b4ff-9c70a3dd27c4,au::13721,De Nieuwe Gids,Tijdschrift
10dcd1c6-7416-58cc-88dc-0be665083dbc,au::13722,Nieuwe Jeugd,Tijdschrift
ed86102d-7dbc-53e6-a5b7-dd6d09a37176,au::13724,De Nieuwe Linie,Tijdschrift
76c84869-5f1e-5502-817d-b36f25cf7a83,au::13725,De Nieuwe Maand,Tijdschrift
0703450d-e77f-5f45-bd08-90253c72733d,au::13726,De Nieuwe Mens [Maandblad],Tijdschrift
a25513b6-597c-567d-83ae-d6da16e8529d,au::13727,De Nieuwe Metro,Tijdschrift
a8fd9b3a-7fec-53f9-8574-a16428ce38a2,au::13734,De Nieuwe School,Tijdschrift
0157d89e-d999-52c7-b928-05e7c2ea5b98,au::13737,De Nieuwe Standaard [Dagblad],Tijdschrift
401db6ed-4c57-5b52-b78f-0d1a1a761e48,au::13738,De Nieuwe Stem,Tijdschrift
37bd6b8b-2b9f-5081-8d10-e1f92ec0b5fe,au::13739,Nieuwe Stemmen,Tijdschrift
2291ef2a-2e5e-5d01-b7b2-874c212ea130,au::13740,De Nieuwe Tijd,Tijdschrift
78be160d-c6f4-53ef-84a4-ed8a2459434f,au::13742,Nieuwe Vlaamse School,Tijdschrift
6f5eddac-897b-5d33-9f89-94ecffda3562,au::13743,Nieuwe Wegen,Tijdschrift
de988347-e286-5ffe-9b4a-dc5ff95410a6,au::13761,Nieuws uit Limburg,Tijdschrift
c58a80c9-e74f-5b35-b967-52dcb0671d8b,au::13762,Het Nieuws van den Dag,Tijdschrift
72546244-366e-5410-aab1-bace79d905f8,au::13774,De Nijptang,Tijdschrift
e84dc217-54b8-5a04-8be4-ea2a45d6cd23,au::13793,Njet,Tijdschrift
0276228f-d5dc-59ea-89bf-e5709dedba6a,au::13819,De Noorderklok,Tijdschrift
f7813c6f-6db3-5c4d-96f8-64eb1522a11d,au::13820,Noordgouw,Tijdschrift
e1908fad-f891-5515-83b5-5dc4a38c1d77,au::13825,"De Noordstar. Tydschrift voor Letteren, Kunsten en Wetenschappen",Tijdschrift
d0a59d86-f137-5f41-893b-a542dd8b1b67,au::13862,Notre Flandre,Tijdschrift
c000b92c-8fea-5565-b41a-51fd5aa18e24,au::13875,Nu,Tijdschrift
7088a013-2361-5d55-ba4d-6182d54495b0,au::13877,Nu Nog,Tijdschrift
7441614b-92db-5f74-8aaf-340e09b6523e,au::13889,Nul,Tijdschrift
dd00d617-f488-59db-a983-e3716ba6407a,au::13973,Olsinogalm,Tijdschrift
e944936d-5b23-5156-9d72-afd4c9151209,au::13982,Onafhankelijk België,Tijdschrift
a04e1768-d080-54ab-8a3b-91456f9ba539,au::14000,Ons Erfdeel,Tijdschrift
f8417e5a-560a-5e3d-be09-a3e6a79e2c64,au::14002,Ons Europa,Tijdschrift
cd370895-7a82-5f85-bb75-8ec0813bbfbe,au::14003,Ons Geloof,Tijdschrift
477d7863-6b11-5a10-b114-d46dbae30b3c,au::14004,Ons Land,Tijdschrift
5cc7c408-13ac-50b7-ada9-99f5e6f83ad2,au::14005,Ons Land,Tijdschrift
486d70f7-e29b-5aa6-9d22-e071d55d3134,au::14006,Ons Leven,Tijdschrift
425abaaa-f8bb-519a-baf5-20cb1d45bb3d,au::14007,Ons Tooneel,Tijdschrift
73d92903-3308-5e22-bcb0-06421aa7672e,au::14009,Ons Vaderland [Dagblad],Tijdschrift
b37d08de-3955-5b68-8627-ad5306519328,au::14010,Ons Vaderland,Tijdschrift
b0a75c49-2319-584c-a278-7033a927507d,au::14011,Ons Vlaamsche Volk,Tijdschrift
a50866c3-cf95-5df5-9261-08bfcb5344ab,au::14012,Ons Vlaanderen [Dagblad],Tijdschrift
083a38a7-d955-5460-afae-afad4c419099,au::14013,Ons Vlaanderen,Tijdschrift
dec401f9-1cb8-558a-b59c-6dfb9ccf488d,au::14014,Ons Volk Ontwaakt,Tijdschrift
be9eec9b-baf7-5478-a91e-780314165ad5,au::14015,Ons Volksleven,Tijdschrift
151750af-09eb-5909-a863-521836171131,au::14022,Ontwaken,Tijdschrift
14e6a484-9e28-534d-8363-250e3e9dfa28,au::14023,Ontwaking,Tijdschrift
c9a7156d-331a-5fe0-ac11-09541519077f,au::14029,Onze Kongo,Tijdschrift
bee05cd8-19ec-5071-af21-9971c11401dd,au::14030,Onze Kunst,Tijdschrift
bd3a4c84-c6ca-5d72-901f-2b3a6bba4cf3,au::14033,Onze Taal [Maandblad],Tijdschrift
d5d99d0c-d4a7-53f1-87ac-4c407f642e63,au::14036,Onze Taal,Tijdschrift
3b0adf6a-b507-5a0f-b5c5-4f6759796005,au::14037,Onze Taaltuin,Tijdschrift
45b8b867-a33c-5bd6-8137-c5691724eba5,au::14038,Onze Temschenaars [Frontblad],Tijdschrift
0a1a4a41-c166-5ed5-a6b5-b33446578e84,au::14039,Onze Tijd,Tijdschrift
9f35f0ce-271b-5cd1-87fb-71304f1385c1,au::14041,Onze Vlagge,Tijdschrift
e2f239f7-062d-56e5-973e-868be193c786,au::14042,Onze Wekker,Tijdschrift
dd2047ef-0eba-5124-a3a1-02210e109ed7,au::14077,De Oostfronter,Tijdschrift
1c90a26a-170f-5d85-aee7-47dc1c57c550,au::14084,Oostvlaamse Zanten,Tijdschrift
49fef346-34ad-55ec-8a76-f063262a4797,au::14091,Opbouw,Tijdschrift
1edca233-c3bd-5c1a-bf00-bd962ada1466,au::14092,Opbouw,Tijdschrift
7027be14-5096-5956-9ba5-06621bdedb23,au::14096,Opbouwen,Tijdschrift
3c7d7c51-add9-57e8-b696-18d7ce6b2193,au::1411,La Belgique Artistique et Littéraire,Tijdschrift
b70d75e2-f851-5595-bc48-671448a12414,au::14110,Openbaar Kunstbezit in Vlaanderen,Tijdschrift
a679cc00-0387-52b8-b560-e2607a9b3438,au::14125,Opgang [Maandblad],Tijdschrift
57c4222a-99e0-5dc2-a979-a96e19ac5917,au::14128,Opkomst,Tijdschrift
a93d4374-77cf-5e21-8f0b-9e4e532b648a,au::14129,De Oprechte Haarlemsche Courant,Tijdschrift
f2d23728-2391-579d-8a7a-58068715ce0d,au::14135,Opstanding,Tijdschrift
98eb0f4f-fa72-5bc7-a39f-e29231fc5dfe,au::14137,Opvoeding,Tijdschrift
425eb4b8-92d2-559c-9d26-531ea1f1d9ab,au::14167,Orvalo,Tijdschrift
83d18612-b3a4-53ca-9c19-d8b8a10e91e6,au::14218,Het Oude Land van Loon,Tijdschrift
70cb3a16-2ba1-5954-88d1-72baa837a982,au::1424,Belgisch Israëlitisch Weekblad,Tijdschrift
22df7032-fae9-54e3-868d-6113dadbb1da,au::14267,Het Overzicht,Tijdschrift
df7215b7-d4ea-514c-a528-8508193ba2d6,au::14311,Pallieter,Tijdschrift
d4558918-1052-5c60-97b2-91e5b59903da,au::14312,'t Pallieterke,Tijdschrift
1690e50d-bf8d-50a4-91c2-efc3ff8be00c,au::14319,Pan [Kring & Tijdschrift],Tijdschrift
95342830-e4fc-585d-99b7-2390b3828009,au::14320,Pan,Tijdschrift
09989a8a-adf6-5e10-b306-bf884d317668,au::14321,Pan,Tijdschrift
2fc51321-1a35-5a70-ab90-c2e1b64b3f19,au::14328,Der Pangermane,Tijdschrift
a90fb2a4-c406-5877-8277-31834daf8931,au::1437,Belgisch Tijdschrift voor Muziekwetenschap,Tijdschrift
27e9fc34-f3f0-5cd6-b464-7a372270bd02,au::14377,Parool,Tijdschrift
71f02b03-301c-5c6f-ae07-4548852a1d89,au::1438,Belgisch Tijdschrift voor Oudheidkunde en Kunstgeschiedenis,Tijdschrift
c618b8be-6909-587e-b5d7-159537c57afd,au::14477,Payot der Taalgrens,Tijdschrift
8a8cb8b6-c5e3-5601-bd59-8534307c338f,au::14585,De Pelgrim,Tijdschrift
485be64f-65dd-562e-b763-7df341b75964,au::14589,Pelion,Tijdschrift
4dfca716-797f-5378-bfe0-77be7360cafb,au::1460,Belgische Standaard,Tijdschrift
6cd9f150-6781-5241-a222-cf2c89375756,au::14607,Het Pennoen,Tijdschrift
6d4fca32-11a6-5f70-a358-84a567702c64,au::14608,Het Pennoen,Tijdschrift
9656e497-01a5-57b0-9aa1-48bc042a013c,au::14609,Het Pennoen,Tijdschrift
b52f4f15-0418-535d-b4fa-09084a897022,au::14626,Perfecta,Tijdschrift
d31b0ea9-2d65-5a12-ad44-1ad52889a92f,au::14633,De Periscoop,Tijdschrift
9eb67a4d-b883-5ad2-af36-5cee7a92958f,au::14664,Persoon en Gemeenschap,Tijdschrift
49e6d76c-541d-5134-91dd-dcc8da52e5da,au::14704,Le Petit Bleu,Tijdschrift
da67316a-6ef3-53d5-ae66-b0524b487162,au::14711,Le Peuple,Tijdschrift
b966b683-030a-500e-b1fc-cb7d06fde742,au::14796,Pijpkruid,Tijdschrift
bdc5664c-92b6-5aa9-b02a-d856bb7d4839,au::14891,De Ploeg,Tijdschrift
d679f833-b954-5ab4-9fef-65f6c070a504,au::1490,De Belleman,Tijdschrift
7b4f0e4a-fe35-56c1-9539-0a4095068199,au::14902,Podium,Tijdschrift
f1bbac07-d5f7-5f88-9ecf-2b17a03a182d,au::14903,Podium,Tijdschrift
3e66ea62-51c9-555b-aeb4-3dc954c29ae1,au::14926,Poëziekrant,Tijdschrift
70b1521a-550a-5496-a2f8-071a3844949b,au::14944,Pokus,Tijdschrift
42ea454c-3413-5de1-9058-9d4e43fc46e9,au::14952,De Polderwacht,Tijdschrift
ce2dfcc5-9be9-55e8-8fef-f9d916bd2414,au::15087,Pourquoi Pas,Tijdschrift
acc42fbf-1736-527b-ad40-b07731677d56,au::15095,De Praestant,Tijdschrift
7be37152-cd24-59e9-a991-0cca1cb152de,au::15202,Prisma,Tijdschrift
112d8047-af96-5c67-8e5c-be67ca7daa56,au::15208,Pro Arte,Tijdschrift
f1f755ec-0978-5eab-a672-0fb70828bfad,au::15215,Proeve,Tijdschrift
1ee1d1f0-4a86-50e8-b654-7a3b8f8293bc,au::15322,Pygmalion,Tijdschrift
16dde0d8-d868-5094-b870-591ae12da920,au::15376,Raaklijn,Tijdschrift
0006c6ef-3ee2-509c-89b4-602db03cc43f,au::15384,Radar,Tijdschrift
0aa3889e-e5fb-5b88-8950-667bc09677a2,au::15443,Randstad,Tijdschrift
eb4e97cf-fdb7-56ef-88d3-1254eb454349,au::15500,De Rechte Weg,Tijdschrift
5761f9f8-d576-5f0f-8324-cc7d39bf704a,au::15501,Rechtskundig Tijdschrift,Tijdschrift
211e104e-5fe0-59d0-9fa1-7155b0342865,au::15502,Rechtskundig Weekblad,Tijdschrift
37b94064-d64f-5619-953f-627692fa7f40,au::15525,Regenboog,Tijdschrift
cb712ec8-9058-5c8c-b850-ae36b87d067d,au::15537,Reinaert,Tijdschrift
0f9ca9f0-0a12-56a1-b82d-02bfd78df601,au::15538,Reinaert de Vos,Tijdschrift
e3ccd10e-7fc9-57b6-9b0d-d7b9e201eea7,au::15545,De Reisduif,Tijdschrift
b16d0675-485f-5d86-a9fb-7254e77fbd48,au::15614,Restant,Tijdschrift
ee4ac92f-cd62-5f85-a855-ec14e61ab45c,au::15634,Revue de Bruxelles,Tijdschrift
55811a23-bafe-56ac-b7c7-c0d219242656,au::15797,Rode Vaan [Dagblad],Tijdschrift
c13819cd-9bff-52e7-b90d-d1fbb1594888,au::15808,Rodenbachsblad,Tijdschrift
