ResourceID,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier
ee03d7d3-9891-50f0-88a7-8c71fd256cb0,originators (administrative),,,
6cc8acae-f468-5e80-8700-90f800c03146,originators (administrative),,,
6cc8acae-f468-5e80-8700-90f800c03146,signers,,,
213bc3e4-6c3c-5e5b-8e53-31794112e1a6,originators (administrative),,,
213bc3e4-6c3c-5e5b-8e53-31794112e1a6,writers (clerical workers),,,
3b749a05-ba0f-586b-bfed-d9180bd7252e,originators (administrative),,,
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,originators (administrative),,,
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,recipients (people),,,
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,signers,,,
38c190df-eb02-5a5c-a9ba-a012d9850743,originators (administrative),,,
38c190df-eb02-5a5c-a9ba-a012d9850743,writers (clerical workers),,,
3567426e-85da-51f2-90f1-203e03078b84,originators (administrative),,,
3567426e-85da-51f2-90f1-203e03078b84,recipients (people),,,
1c0f4bb8-29f1-5153-80ea-b6be81c3aec6,originators (administrative),,,
1c0f4bb8-29f1-5153-80ea-b6be81c3aec6,writers (clerical workers),,,
3906361b-e3e2-54d1-b0f2-dc134a472714,originators (administrative),,,
3906361b-e3e2-54d1-b0f2-dc134a472714,writers (clerical workers),,,
b7ab2f53-d11a-599b-a6b9-f482b6039ea7,originators (administrative),,,
b7ab2f53-d11a-599b-a6b9-f482b6039ea7,writers (clerical workers),,,
435f20e0-08c1-5413-aece-381c7bd3f6d3,originators (administrative),,,
435f20e0-08c1-5413-aece-381c7bd3f6d3,recipients (people),,,
a733e498-0d9f-5884-87fc-68a2a6e0943a,originators (administrative),,,
a733e498-0d9f-5884-87fc-68a2a6e0943a,writers (clerical workers),,,
1f6cb453-1415-58f6-b857-980d4e2162d5,originators (administrative),,,
1f6cb453-1415-58f6-b857-980d4e2162d5,writers (clerical workers),,,
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,originators (administrative),,,
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,recipients (people),,,
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,writers (clerical workers),,,
2244ef42-1524-538b-ba31-f797579e2abb,originators (administrative),,,
2244ef42-1524-538b-ba31-f797579e2abb,getuige,,,
ce8afe6d-0fe2-5150-8ae1-6111d3338cd3,recipients (people),,,
ce8afe6d-0fe2-5150-8ae1-6111d3338cd3,writers (clerical workers),,,
cd619290-2506-50ec-96f7-cfbf51bae7f3,recipients (people),,,
cd619290-2506-50ec-96f7-cfbf51bae7f3,writers (clerical workers),,,
82ef7be7-8e9c-55cf-a0ff-9474f12230d5,originators (administrative),,,
82ef7be7-8e9c-55cf-a0ff-9474f12230d5,recipients (people),,,
82ef7be7-8e9c-55cf-a0ff-9474f12230d5,getuige,,,
704e3c5c-bfd2-56be-af32-181bfd1c8f95,originators (administrative),,,
c059022a-13c3-5978-ae98-a89146bc953f,originators (administrative),,,
c059022a-13c3-5978-ae98-a89146bc953f,writers (clerical workers),,,
7c9f210f-c32f-59db-a0d0-f10e68bad764,originators (administrative),,,
7c9f210f-c32f-59db-a0d0-f10e68bad764,writers (clerical workers),,,
a7883cad-f341-55a6-8b7d-fa865422c14a,originators (administrative),,,
a7883cad-f341-55a6-8b7d-fa865422c14a,recipients (people),,,
a7883cad-f341-55a6-8b7d-fa865422c14a,begunstiger,,,
8fac1496-0279-5820-ae9f-1ca11fd4ac36,originators (administrative),,,
5751d0c2-df53-5d72-bb05-c6a2470e9afd,originators (administrative),,,
5751d0c2-df53-5d72-bb05-c6a2470e9afd,signers,,,
a3a3c4fe-de0a-54ae-95d4-bf0d5934d9bf,originators (administrative),,,
a3a3c4fe-de0a-54ae-95d4-bf0d5934d9bf,recipients (people),,,
98e5bfd5-a3a2-5656-9e32-ac2c734e753f,originators (administrative),,,
62a1c49d-4b57-58fa-8973-e6fc5700d77f,originators (administrative),,,
62a1c49d-4b57-58fa-8973-e6fc5700d77f,begunstiger,,,
154e4d39-79d5-5e53-ab54-2ed6c73dbfd6,originators (administrative),,,
f59cbb52-107f-58fc-bee1-9caff9833696,originators (administrative),,,
f59cbb52-107f-58fc-bee1-9caff9833696,recipients (people),,,
7382110a-7154-5d10-9940-4af1fa6964d9,originators (administrative),,,
b12dfa45-a07e-50f1-83c5-cedb4b653b49,originators (administrative),,,
b12dfa45-a07e-50f1-83c5-cedb4b653b49,recipients (people),,,
b12dfa45-a07e-50f1-83c5-cedb4b653b49,writers (clerical workers),,,
96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,originators (administrative),,,
96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,recipients (people),,,
96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,writers (clerical workers),,,
09036f08-b9e0-5440-859a-5427d5339352,originators (administrative),,,
09036f08-b9e0-5440-859a-5427d5339352,recipients (people),,,
ea8027d3-6f0c-557e-995f-14184239617c,originators (administrative),,,
ea8027d3-6f0c-557e-995f-14184239617c,writers (clerical workers),,,
42753813-8445-5e18-83c0-4f94166455b9,originators (administrative),,,
42753813-8445-5e18-83c0-4f94166455b9,recipients (people),,,
3bf7c3d8-64fe-5107-b43c-910391ebcb92,originators (administrative),,,
3bf7c3d8-64fe-5107-b43c-910391ebcb92,recipients (people),,,
3bf7c3d8-64fe-5107-b43c-910391ebcb92,writers (clerical workers),,,
9aa2b57b-785c-54bd-8cbc-e34831bf903b,originators (administrative),,,
70cc1a27-3b03-56c4-b083-d22cdb40e79c,originators (administrative),,,
563136cf-6f2f-5cd6-a591-3b314e55ac86,originators (administrative),,,
563136cf-6f2f-5cd6-a591-3b314e55ac86,recipients (people),,,
563136cf-6f2f-5cd6-a591-3b314e55ac86,writers (clerical workers),,,
1ef1c807-8f23-5537-97d5-9a70a3c3e334,originators (administrative),,,
1ef1c807-8f23-5537-97d5-9a70a3c3e334,recipients (people),,,
98e898ec-f28e-590f-ad3b-e50f54a0c6b0,originators (administrative),,,
98e898ec-f28e-590f-ad3b-e50f54a0c6b0,originators (administrative),,,
98e898ec-f28e-590f-ad3b-e50f54a0c6b0,getuige,,,
98e898ec-f28e-590f-ad3b-e50f54a0c6b0,writers (clerical workers),,,
4312ab52-9639-54cf-9ca5-8f972615d209,originators (administrative),,,
d93b8ab1-4828-51a0-8c3f-57b95c7ad281,originators (administrative),,,
1881442d-5902-5473-8e7e-b5f3b680782a,originators (administrative),,,
1881442d-5902-5473-8e7e-b5f3b680782a,signers,,,
a5f01d2b-5917-5bd5-89c2-8ebd4c5e1f3e,originators (administrative),,,
90723a45-ac70-5075-acf5-6d6de111b164,originators (administrative),,,
90723a45-ac70-5075-acf5-6d6de111b164,writers (clerical workers),,,
f5c179b2-516c-5c58-94d2-3c229e4c8c29,originators (administrative),,,
c4ed521c-f86c-53e5-8184-4ec043a2e193,originators (administrative),,,
7caf88d8-505f-5e17-b3e4-d76ca8756972,originators (administrative),,,
7caf88d8-505f-5e17-b3e4-d76ca8756972,recipients (people),,,
7caf88d8-505f-5e17-b3e4-d76ca8756972,begunstiger,,,
b615ffab-cde1-59b3-baa6-b5f0f2ce397a,recipients (people),,,
b615ffab-cde1-59b3-baa6-b5f0f2ce397a,writers (clerical workers),,,
2c2b6cd3-252f-57b8-b3b6-8812ffb934e0,originators (administrative),,,
2c2b6cd3-252f-57b8-b3b6-8812ffb934e0,recipients (people),,,
2c2b6cd3-252f-57b8-b3b6-8812ffb934e0,begunstiger,,,
f388bfbe-c5e1-54bf-938b-2d1b7b3765e5,originators (administrative),,,
f388bfbe-c5e1-54bf-938b-2d1b7b3765e5,recipients (people),,,
2330a784-8542-5882-a402-eaaf22526c32,originators (administrative),,,
2330a784-8542-5882-a402-eaaf22526c32,writers (clerical workers),,,
5f0752ea-2988-593b-93a1-c042240f015d,originators (administrative),,,
628846c9-1bbe-58e7-9717-8c55945f7d70,originators (administrative),,,
628846c9-1bbe-58e7-9717-8c55945f7d70,recipients (people),,,
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,originators (administrative),,,
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,signers,,,
c3d5ce56-63b9-5d07-a992-7f084c4687b5,originators (administrative),,,
c3d5ce56-63b9-5d07-a992-7f084c4687b5,writers (clerical workers),,,
85adc937-5019-5f43-b5f3-be3c6dab32ad,originators (administrative),,,
73b3e2a8-b8cf-5e87-ade0-22ea5a03a9ff,recipients (people),,,
73b3e2a8-b8cf-5e87-ade0-22ea5a03a9ff,writers (clerical workers),,,
73b3e2a8-b8cf-5e87-ade0-22ea5a03a9ff,writers (clerical workers),,,
b56475a3-95a9-593d-b636-615100189e5b,originators (administrative),,,
b56475a3-95a9-593d-b636-615100189e5b,recipients (people),,,
b56475a3-95a9-593d-b636-615100189e5b,writers (clerical workers),,,
0466a457-275b-505c-b610-8eebd855936b,originators (administrative),,,
0466a457-275b-505c-b610-8eebd855936b,recipients (people),,,
dfb0616b-81cc-529f-98ca-96e523739de6,originators (administrative),,,
dfb0616b-81cc-529f-98ca-96e523739de6,writers (clerical workers),,,
7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,originators (administrative),,,
5652dd86-752e-542e-b882-a71c4178234e,originators (administrative),,,
2e586fb1-9fac-5e5b-916c-f9a014fd31ef,originators (administrative),,,
2e586fb1-9fac-5e5b-916c-f9a014fd31ef,recipients (people),,,
2e586fb1-9fac-5e5b-916c-f9a014fd31ef,signers,,,
2e586fb1-9fac-5e5b-916c-f9a014fd31ef,writers (clerical workers),,,
190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,originators (administrative),,,
190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,recipients (people),,,
190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,writers (clerical workers),,,
0e55c946-56fc-57f7-800b-51fcf5b7ff2b,originators (administrative),,,
0e55c946-56fc-57f7-800b-51fcf5b7ff2b,writers (clerical workers),,,
3c65eeee-cddb-579f-b9c6-4659d09b03b9,originators (administrative),,,
e3d769cf-1a2e-5902-935f-22a2148f5fbd,originators (administrative),,,
e3d769cf-1a2e-5902-935f-22a2148f5fbd,recipients (people),,,
45d33d8e-fbc3-5016-b3f7-2df7d29fe184,originators (administrative),,,
45d33d8e-fbc3-5016-b3f7-2df7d29fe184,writers (clerical workers),,,
9db14626-047b-5887-9f8e-9b455b83aad0,recipients (people),,,
9db14626-047b-5887-9f8e-9b455b83aad0,begunstiger,,,
9db14626-047b-5887-9f8e-9b455b83aad0,signers,,,
4e89f0ad-1e85-5728-9c29-505c186e7e3a,recipients (people),,,
4e89f0ad-1e85-5728-9c29-505c186e7e3a,writers (clerical workers),,,
2c7c8cb2-52e4-528e-91ca-8ad0449cd30e,originators (administrative),,,
2c7c8cb2-52e4-528e-91ca-8ad0449cd30e,recipients (people),,,
869e1271-adff-515c-a7a1-ac43980f91bc,originators (administrative),,,
cc1ce48f-50dd-5c75-b6e6-b0067a80d473,originators (administrative),,,
cc1ce48f-50dd-5c75-b6e6-b0067a80d473,recipients (people),,,
cc1ce48f-50dd-5c75-b6e6-b0067a80d473,recipients (people),,,
ccf78873-9ef3-5cc0-b244-0ac80ca716ec,originators (administrative),,,
54294c9c-44af-5be1-9495-a7d7a1e3ec6d,originators (administrative),,,
54294c9c-44af-5be1-9495-a7d7a1e3ec6d,writers (clerical workers),,,
72cb205a-cfe8-516f-8f94-3a514b573326,originators (administrative),,,
72cb205a-cfe8-516f-8f94-3a514b573326,signers,,,
72cb205a-cfe8-516f-8f94-3a514b573326,signers,,,
7898ec54-a7fb-53b4-a64e-1891b6ea45f3,originators (administrative),,,
7628fd26-df18-50b5-ad98-f806a1cbd96e,originators (administrative),,,
7628fd26-df18-50b5-ad98-f806a1cbd96e,recipients (people),,,
119cffab-953d-5981-bc2c-b38b1dc72151,recipients (people),,,
119cffab-953d-5981-bc2c-b38b1dc72151,writers (clerical workers),,,
2426bffd-f751-51bf-a334-3b73340b0a4d,originators (administrative),,,
2426bffd-f751-51bf-a334-3b73340b0a4d,writers (clerical workers),,,
35e43343-bb75-512b-bf32-51d4ba86d8c9,originators (administrative),,,
35e43343-bb75-512b-bf32-51d4ba86d8c9,signers,,,
c3abbff4-062d-5385-b928-fea87f13df93,originators (administrative),,,
c3abbff4-062d-5385-b928-fea87f13df93,recipients (people),,,
c3abbff4-062d-5385-b928-fea87f13df93,writers (clerical workers),,,
3fd0ec04-e8b1-56c7-a678-58bc6f7ef8ec,originators (administrative),,,
3fd0ec04-e8b1-56c7-a678-58bc6f7ef8ec,recipients (people),,,
3fd0ec04-e8b1-56c7-a678-58bc6f7ef8ec,getuige,,,
f2c25d59-5a0e-52c5-b4cf-686f86f67261,originators (administrative),,,
f2c25d59-5a0e-52c5-b4cf-686f86f67261,recipients (people),,,
f2c25d59-5a0e-52c5-b4cf-686f86f67261,writers (clerical workers),,,
89efcf60-ec42-5d6b-a967-f29e208e8aa5,originators (administrative),,,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,originators (administrative),,,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,recipients (people),,,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,writers (clerical workers),,,
5fed3d1c-3758-54a7-9a95-f9fa5c7c671f,originators (administrative),,,
4aa17bda-4162-5284-aec0-5d9f90eac283,originators (administrative),,,
4aa17bda-4162-5284-aec0-5d9f90eac283,writers (clerical workers),,,
43410511-3eab-56e3-8496-1d9c1d9f6443,originators (administrative),,,
ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,recipients (people),,,
c6639cbf-e5cc-59e4-878e-a4e663509ddf,originators (administrative),,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,originators (administrative),,,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,recipients (people),,,
19737f0b-bfb9-540e-ad6e-be624d3d480b,originators (administrative),,,
19737f0b-bfb9-540e-ad6e-be624d3d480b,originators (administrative),,,
304f6493-7f33-5c48-88e1-a0071ed22d39,originators (administrative),,,
304f6493-7f33-5c48-88e1-a0071ed22d39,originators (administrative),,,
3512e83d-bc6c-528f-8220-8f1a87fdfa2a,originators (administrative),,,
3512e83d-bc6c-528f-8220-8f1a87fdfa2a,signers,,,
3512e83d-bc6c-528f-8220-8f1a87fdfa2a,signers,,,
a1a7cc33-bad6-5d62-a3c8-eed539625630,originators (administrative),,,
a1a7cc33-bad6-5d62-a3c8-eed539625630,writers (clerical workers),,,
ce47e5f7-56e0-563f-902a-9c8363e6c193,originators (administrative),,,
ce47e5f7-56e0-563f-902a-9c8363e6c193,recipients (people),,,
ce47e5f7-56e0-563f-902a-9c8363e6c193,signers,,,
54efed87-3902-5879-a0fc-877ee458360f,originators (administrative),,,
db169666-ad45-5492-a977-d03d0fe83423,originators (administrative),,,
62a11643-e270-5164-b4f0-06dbe706d8bc,originators (administrative),,,
2ad4c1fa-8ad9-5187-9783-daa84f34bafb,originators (administrative),,,
2ad4c1fa-8ad9-5187-9783-daa84f34bafb,recipients (people),,,
2ad4c1fa-8ad9-5187-9783-daa84f34bafb,writers (clerical workers),,,
7868fa85-f20b-5104-8780-af682c5f4901,originators (administrative),,,
095b7e37-8955-58cf-8731-92a31ccc0c21,originators (administrative),,,
095b7e37-8955-58cf-8731-92a31ccc0c21,writers (clerical workers),,,
76f30119-5b4d-5c4e-9252-892d4ffdc597,originators (administrative),,,
76f30119-5b4d-5c4e-9252-892d4ffdc597,recipients (people),,,
76f30119-5b4d-5c4e-9252-892d4ffdc597,writers (clerical workers),,,
0a7cbd31-014c-50c9-b859-96ccad7a604e,originators (administrative),,,
0a7cbd31-014c-50c9-b859-96ccad7a604e,recipients (people),,,
0a7cbd31-014c-50c9-b859-96ccad7a604e,writers (clerical workers),,,
dcef1a24-db1e-5a6e-99e8-485753bbc748,originators (administrative),,,
7f8fb011-a3cb-5703-b1b0-dbceeee55c3b,originators (administrative),,,
7f8fb011-a3cb-5703-b1b0-dbceeee55c3b,writers (clerical workers),,,
a844ccb8-d94c-51ca-86e0-6b3a77f4da8e,recipients (people),,,
a844ccb8-d94c-51ca-86e0-6b3a77f4da8e,writers (clerical workers),,,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,originators (administrative),,,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,recipients (people),,,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,writers (clerical workers),,,
6f5eec96-3a2d-5242-99da-c901319cf4e8,originators (administrative),,,
6f5eec96-3a2d-5242-99da-c901319cf4e8,recipients (people),,,
6f5eec96-3a2d-5242-99da-c901319cf4e8,writers (clerical workers),,,
775c3b3b-1bd0-5ca9-b4bc-f040792ccbac,originators (administrative),,,
7ae3bd55-bc69-5501-8db8-8962eedaeb84,originators (administrative),,,
88dac751-9023-5f4c-b3b2-7ca8282b8855,originators (administrative),,,
88dac751-9023-5f4c-b3b2-7ca8282b8855,signers,,,
65128915-38c7-5110-b067-9875b71f85f3,originators (administrative),,,
65128915-38c7-5110-b067-9875b71f85f3,recipients (people),,,
fa766c61-ec75-55c1-b85a-045fd4035203,originators (administrative),,,
fa766c61-ec75-55c1-b85a-045fd4035203,recipients (people),,,
fa766c61-ec75-55c1-b85a-045fd4035203,writers (clerical workers),,,
fa766c61-ec75-55c1-b85a-045fd4035203,writers (clerical workers),,,
bdd1900f-bd91-5b3e-a652-6aa5c57c6469,recipients (people),,,
bdd1900f-bd91-5b3e-a652-6aa5c57c6469,recipients (people),,,
bdd1900f-bd91-5b3e-a652-6aa5c57c6469,writers (clerical workers),,,
f388254e-8f40-5546-ad24-9310bcb73dd7,originators (administrative),,,
f388254e-8f40-5546-ad24-9310bcb73dd7,originators (administrative),,,
383ad62b-3a37-5334-b4f9-eaab72278db1,originators (administrative),,,
383ad62b-3a37-5334-b4f9-eaab72278db1,recipients (people),,,
383ad62b-3a37-5334-b4f9-eaab72278db1,writers (clerical workers),,,
331184aa-7241-54df-a5a2-855105e81c1c,originators (administrative),,,
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,originators (administrative),,,
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,recipients (people),,,
21deb227-d4fe-54ef-baef-f620f1586b19,originators (administrative),,,
21deb227-d4fe-54ef-baef-f620f1586b19,originators (administrative),,,
ef176031-3cbb-5929-a628-b4beb0f40776,originators (administrative),,,
ef176031-3cbb-5929-a628-b4beb0f40776,signers,,,
ae2f76f6-2073-5e1f-867f-05142a5991ef,recipients (people),,,
ae2f76f6-2073-5e1f-867f-05142a5991ef,recipients (people),,,
ae2f76f6-2073-5e1f-867f-05142a5991ef,begunstiger,,,
ae2f76f6-2073-5e1f-867f-05142a5991ef,signers,,,
d71c5094-f7f7-5c7b-ab12-f0ef129a81a3,originators (administrative),,,
64fcc947-e9f0-5644-8dbd-5e4fa3c4bfac,originators (administrative),,,
64fcc947-e9f0-5644-8dbd-5e4fa3c4bfac,recipients (people),,,
30a919d4-f41d-54af-a3e5-941367e55751,originators (administrative),,,
e31457a5-0683-5ce7-9025-075a84e9c217,originators (administrative),,,
e31457a5-0683-5ce7-9025-075a84e9c217,recipients (people),,,
e31457a5-0683-5ce7-9025-075a84e9c217,getuige,,,
28f04267-82db-56ce-b96a-81a8adc7ce6a,originators (administrative),,,
28f04267-82db-56ce-b96a-81a8adc7ce6a,writers (clerical workers),,,
9522f95a-69b1-581e-9cd5-8c0e9fc9e028,originators (administrative),,,
46ebb84d-e773-5947-9551-f1fea91b10fe,originators (administrative),,,
504988df-231b-522d-bab8-c750ecb6c68a,originators (administrative),,,
504988df-231b-522d-bab8-c750ecb6c68a,recipients (people),,,
504988df-231b-522d-bab8-c750ecb6c68a,recipients (people),,,
504988df-231b-522d-bab8-c750ecb6c68a,begunstiger,,,
1aad4324-a503-5ba0-a5e6-918ae9c30d15,recipients (people),,,
1aad4324-a503-5ba0-a5e6-918ae9c30d15,writers (clerical workers),,,
1aad4324-a503-5ba0-a5e6-918ae9c30d15,writers (clerical workers),,,
ed45eb92-593c-5aa0-a37a-f1426cef366f,originators (administrative),,,
ed45eb92-593c-5aa0-a37a-f1426cef366f,recipients (people),,,
b276b384-5450-513b-b0d0-58887da71339,originators (administrative),,,
b276b384-5450-513b-b0d0-58887da71339,recipients (people),,,
3d5893f9-27a2-5e81-8dbe-e047d485284d,recipients (people),,,
3d5893f9-27a2-5e81-8dbe-e047d485284d,recipients (people),,,
3d5893f9-27a2-5e81-8dbe-e047d485284d,writers (clerical workers),,,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,originators (administrative),,,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,signers,,,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,signers,,,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,signers,,,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,signers,,,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,signers,,,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,signers,,,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,signers,,,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,signers,,,
ac146845-12fe-55b1-9a37-11950e554f2a,originators (administrative),,,
ac146845-12fe-55b1-9a37-11950e554f2a,begunstiger,,,
ac146845-12fe-55b1-9a37-11950e554f2a,begunstiger,,,
727d3d78-0242-5636-8cb0-28a80370b662,originators (administrative),,,
8404f0ee-b32f-5fad-8069-ebedee163bd6,originators (administrative),,,
8404f0ee-b32f-5fad-8069-ebedee163bd6,recipients (people),,,
7a5672ea-4e3a-53d3-8fed-0a2eb6bbab44,originators (administrative),,,
f6cc28f9-c611-5012-9107-9f1bdcff895b,originators (administrative),,,
f6cc28f9-c611-5012-9107-9f1bdcff895b,recipients (people),,,
655dd0cb-2f48-54f5-81d7-b7e7fbc2df72,originators (administrative),,,
655dd0cb-2f48-54f5-81d7-b7e7fbc2df72,begunstiger,,,
9f782059-aa8f-564b-a246-13108794df97,originators (administrative),,,
1a3f2aec-28b9-5b78-a104-f8a16a46cb62,originators (administrative),,,
1a3f2aec-28b9-5b78-a104-f8a16a46cb62,signers,,,
ddee1c2e-d8d6-5845-af8d-433b336883cb,recipients (people),,,
ddee1c2e-d8d6-5845-af8d-433b336883cb,begunstiger,,,
f18fde71-3369-5827-b6f3-7f6765c5803d,originators (administrative),,,
f18fde71-3369-5827-b6f3-7f6765c5803d,recipients (people),,,
f18fde71-3369-5827-b6f3-7f6765c5803d,writers (clerical workers),,,
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,originators (administrative),,,
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,recipients (people),,,
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,writers (clerical workers),,,
09f0649e-72aa-5b96-83de-f4ccd9e5d7a0,signers,,,
5ddf2d6e-4d1b-5023-8963-e170e0ca2b00,originators (administrative),,,
5ddf2d6e-4d1b-5023-8963-e170e0ca2b00,recipients (people),,,
9a0250ef-6ffb-586c-8078-a13e7ca96d71,originators (administrative),,,
5fe4fe19-4695-5b83-a23d-e3d98cc2104d,originators (administrative),,,
5fe4fe19-4695-5b83-a23d-e3d98cc2104d,writers (clerical workers),,,
0f493084-ee4f-58b2-bcf5-89415d331ea9,originators (administrative),,,
92e2f92a-9f6c-595d-b32d-6d05167747f4,originators (administrative),,,
92e2f92a-9f6c-595d-b32d-6d05167747f4,recipients (people),,,
92e2f92a-9f6c-595d-b32d-6d05167747f4,writers (clerical workers),,,
b44c89c3-67ca-58b3-9e04-fb79b19c0eb4,originators (administrative),,,
0d776b41-0dad-5953-8610-e6de3fc62990,originators (administrative),,,
0d776b41-0dad-5953-8610-e6de3fc62990,writers (clerical workers),,,
3e0c6bf1-30bb-5838-9613-cefee765d9fd,originators (administrative),,,
3e0c6bf1-30bb-5838-9613-cefee765d9fd,signers,,,
3e0c6bf1-30bb-5838-9613-cefee765d9fd,signers,,,
a3f6ecf4-3726-51a9-bcfc-8e9a35706147,originators (administrative),,,
a3f6ecf4-3726-51a9-bcfc-8e9a35706147,writers (clerical workers),,,
dfbd677e-359d-5d05-a162-145a67551673,originators (administrative),,,
e7176069-c946-5bfb-a88b-b43b4b0b64da,originators (administrative),,,
e7176069-c946-5bfb-a88b-b43b4b0b64da,writers (clerical workers),,,
a73d1617-68f4-51e6-9cce-d930b26bf3e7,originators (administrative),,,
a73d1617-68f4-51e6-9cce-d930b26bf3e7,recipients (people),,,
a73d1617-68f4-51e6-9cce-d930b26bf3e7,signers,,,
fd2fe967-9ed5-57dc-b177-f4d3a08249d8,originators (administrative),,,
fd2fe967-9ed5-57dc-b177-f4d3a08249d8,writers (clerical workers),,,
6bb2aaf6-0507-5916-926d-0508e8cc2321,originators (administrative),,,
6bb2aaf6-0507-5916-926d-0508e8cc2321,signers,,,
