ResourceID,card,Object Number,Start Date,End Date
1d468b52-2ebe-5d27-ab8b-b40be9cbefb2,e73_CreationTimeSpans,MMB.A.1271_#1,1904-12-18,
5b43b2e8-c1cf-5788-8f6f-bd7043956b7e,e73_CreationTimeSpans,MMB.A.1272_#1,1900-02-19,
a15cae3a-c935-5fc1-8ba8-005274660dea,e73_CreationTimeSpans,MMB.A.1273_#1,1887-12-13,
6f2cffe2-b28d-532a-a922-e85e5768e1d5,e73_CreationTimeSpans,MMB.A.1274_#1,1888-08-29,
425b4851-c00f-5c3c-9168-a3ec98595688,e73_CreationTimeSpans,MMB.A.1275_#1,1887-10-17,
a1d99541-aa5c-55dc-b8bc-c9e136b366e1,e73_CreationTimeSpans,MMB.A.1279_#1,1901-03-05,
5bc28e84-b4c2-509a-ac7d-e14be3a3a66b,e73_CreationTimeSpans,MMB.A.1280_#1,1901-04-02,
0598c917-08ad-5317-9acc-f77d2649ee19,e73_CreationTimeSpans,MMB.A.1281_#1,1904-12-21,
4f596539-410b-5b32-a729-537a499ea493,e73_CreationTimeSpans,MMB.A.1282_#1,1903-05-30,
1167af06-191c-5521-9a6f-86f117541a44,e73_CreationTimeSpans,MMB.A.1290_#1,1905-09-05,
10523a03-fd8b-5f52-831c-2d35e65fbde0,e73_CreationTimeSpans,MMB.A.1292_#1,1906-07-07,
7a011a55-b271-55e8-9d62-4eea6058953e,e73_CreationTimeSpans,MMB.A.1293_#1,1911-09-15,
e5a6f6ff-c291-528c-9450-f870ec78dcfa,e73_CreationTimeSpans,MMB.A.1294_#1,1907-02-20,
16e547b5-9158-520c-9945-bbd73b0ebc1f,e73_CreationTimeSpans,MMB.A.1295_#1,1907-02-21,
4c6defc4-ff49-5128-a8a1-77144bea460d,e73_CreationTimeSpans,MMB.A.1298_#1,1916-09-29,
6adfb1ba-626e-5311-872c-af834f2a3ffe,e73_CreationTimeSpans,MMB.A.1299_#1,1905-03-06,
36981454-dc5a-5fe6-82f2-42c85c9837c3,e73_CreationTimeSpans,MMB.A.1300_#1,uuuu-08-11,
4e025c20-08fb-5ce7-934b-a93f5586f23c,e73_CreationTimeSpans,MMB.A.1301_#1,1904-09-13,
3324e8b9-1968-5a8b-869f-2b4a3b62a4ab,e73_CreationTimeSpans,MMB.A.1302_#1,1906-02-24,
d723c58c-986c-5478-99e3-9d7404cb4c98,e73_CreationTimeSpans,MMB.A.1303_#1,1906-02-04,
ded4af49-5bfa-5301-b7fb-a387d70bfb48,e73_CreationTimeSpans,MMB.A.1305_#1,1906-05-25,
a384e72f-4ade-5b23-b858-8889be87cef5,e73_CreationTimeSpans,MMB.A.1307_#1,1905-06-09,
0ae8734b-881b-55ba-a3c7-8c6bcf042232,e73_CreationTimeSpans,MMB.A.1309_#1,1905-10-12,
b1461a50-9cee-5004-8f53-b6c6c7a321be,e73_CreationTimeSpans,MMB.A.1310_#1,1906-03-05,
79112327-e2b4-5ff7-bbcf-4f3325bb0a42,e73_CreationTimeSpans,MMB.A.1311_#1,1906-uu-uu,
b0baee7b-a754-5c40-b554-de9e574290d0,e73_CreationTimeSpans,MMB.A.1312_#1,1906-06-04,
07bf52a7-515b-54b5-bde5-3ffcc96c9f2e,e73_CreationTimeSpans,MMB.A.1313_#1,1906-04-12,
66a137a9-12ae-5e3b-a099-b4d642e14d14,e73_CreationTimeSpans,MMB.A.1314_#1,1906-03-04,
a1e26303-c2ac-55f9-b393-fa8815d98a46,e73_CreationTimeSpans,MMB.A.1315_#1,1904-09-12,
4dd5b8a4-742e-507b-8c6d-638eb45f2f43,e73_CreationTimeSpans,MMB.A.1316_#1,1906-02-06,
78709513-dba7-5d24-878e-40389d0167e0,e73_CreationTimeSpans,MMB.A.1317_#1,1905-12-10,
c771f267-e32e-5125-8fbb-1241e1ba7a4a,e73_CreationTimeSpans,MMB.A.1323_#1,1905-10-01,
a781e59f-3945-59f3-b519-01c43e827246,e73_CreationTimeSpans,MMB.A.1324_#1,1906-02-03,
1e3b7188-99ae-5e33-820b-73dc0f02a08a,e73_CreationTimeSpans,MMB.A.1325_#1,1906-02-04,
4c180324-dc59-54aa-b18b-bc85d1d4e06e,e73_CreationTimeSpans,MMB.A.1326_#1,1906-02-12,
912aa40a-8854-5dd8-abb5-4e5a57f0f80e,e73_CreationTimeSpans,MMB.A.1327_#1,1906-03-03,
a2531cbb-8a4a-5436-a40c-ec4b830f28ee,e73_CreationTimeSpans,MMB.A.1328_#1,1906-03-24,
ded0e76c-373d-5ad2-806f-c8d6d3760ed1,e73_CreationTimeSpans,MMB.A.1329_#1,1906-uu-uu,
ebb986f3-87d1-5d91-9ed9-932ef19aa4a3,e73_CreationTimeSpans,MMB.A.1330_#1,1906-uu-uu,
ebce9410-8e8d-59f4-8897-b13940987542,e73_CreationTimeSpans,MMB.A.1331_#1,1906-01-11,
35dc178a-ce16-5c57-95d5-4f53912129f5,e73_CreationTimeSpans,MMB.A.1332_#1,1905-05-17,
1f82343d-3525-53da-9a71-863ce527652f,e73_CreationTimeSpans,MMB.A.1333_#1,1905-06-12,
72693e42-d2fa-5bfc-ad45-84821bbd741e,e73_CreationTimeSpans,MMB.A.1334_#1,1906-01-30,
6843bb4b-eb37-5d20-8b89-cce6d430f706,e73_CreationTimeSpans,MMB.A.1335_#1,1906-02-09,
51e2ec6e-a725-5ad4-9120-da6986649d16,e73_CreationTimeSpans,MMB.A.1336_#1,1906-03-07,
bf65ddfe-d685-5141-ab68-6a8d9c956154,e73_CreationTimeSpans,MMB.A.1337_#1,1905-02-28,
f958a3d7-468f-5eef-a438-73674105c712,e73_CreationTimeSpans,MMB.A.1339_#1,1928-09-05,
f10f2251-ffef-59b6-b2c1-6dee3849f3be,e73_CreationTimeSpans,MMB.A.1340_#1,1906-07-uu,
b6579ea2-bbf3-59f5-9756-476e8070c4f1,e73_CreationTimeSpans,MMB.A.1341_#1,1905-uu-uu,1906-uu-uu
87212be3-ea7a-56ec-89ec-9b414b357457,e73_CreationTimeSpans,MMB.A.1344_#1,1901-09-21,
ea0b6b78-1983-58b4-9e97-a232987e7b2e,e73_CreationTimeSpans,MMB.A.1345_#1,1902-02-12,
03598ea1-ac61-58a2-82ee-14884a2b5f47,e73_CreationTimeSpans,MMB.A.1346_#1,1902-03-13,
87de7450-9e7e-518e-8c83-001624d6b9fc,e73_CreationTimeSpans,MMB.A.1348_#1,1901-09-25,
f657b410-2659-5bf1-b5ac-5080ffe6a506,e73_CreationTimeSpans,MMB.A.1349_#1,1905-11-23,
1e485b28-b884-5201-81c2-55ffe815ab0b,e73_CreationTimeSpans,MMB.A.1350_#1,1905-12-02,
716ffdf2-2e9b-5e57-b661-40758ef93663,e73_CreationTimeSpans,MMB.A.1351_#1,1908-01-26,
6f25c08a-7a11-5f2a-816f-efd52ef71887,e73_CreationTimeSpans,MMB.A.1353_#1,1905-08-28,
9397bb50-9831-5d85-9325-b32bf2c27d87,e73_CreationTimeSpans,MMB.A.1354_#1,1905-09-20,
e7ea3cd0-ecc0-5f55-800c-9713742ea9cd,e73_CreationTimeSpans,MMB.A.1355_#1,1905-11-23,
42eb5a51-5783-5d10-9df7-ae2a44b59a47,e73_CreationTimeSpans,MMB.A.1356_#1,1906-04-22,
77f558c5-9875-5643-9509-217c0e6452fb,e73_CreationTimeSpans,MMB.A.1357_#1,1906-01-05,
1078bfd0-8b2b-5e22-830a-160706532a72,e73_CreationTimeSpans,MMB.A.1358_#1,1906-01-06,
38b3a2e7-cb27-59e2-8d41-4f59979301d4,e73_CreationTimeSpans,MMB.A.1359_#1,1906-01-06,
b9cfcb8e-610a-5401-9f3c-03cb95e128b3,e73_CreationTimeSpans,MMB.A.1361_#1,1906-08-31,
94ac994a-3803-5441-9b48-a6deafb80f0c,e73_CreationTimeSpans,MMB.A.1364_#1,1906-07-15,
30dbb1ae-149f-543e-af52-ee6b994cc8ff,e73_CreationTimeSpans,MMB.A.1365_#1,1916-06-15,
31d8502f-d630-50d3-83fc-5029b54a55f9,e73_CreationTimeSpans,MMB.A.1366_#1,1916-06-14,
f10ec035-1e5c-56c7-a305-5c60af87655f,e73_CreationTimeSpans,MMB.A.1370_#1,1906-05-02,
d226a19b-fe7a-5594-8416-57e4fdb1649a,e73_CreationTimeSpans,MMB.A.1371_#1,1906-06-25,
0ca3ca2f-83d2-57ce-a4da-f12c97318827,e73_CreationTimeSpans,MMB.A.1372_#1,1906-07-03,
35522455-776d-588d-8b49-27abb7157739,e73_CreationTimeSpans,MMB.A.1373_#1,1906-08-19,
f15312ca-1950-5816-8109-d69bd352b5fd,e73_CreationTimeSpans,MMB.A.1374_#1,1905-06-25,
77f67f30-b13d-53a4-b9ba-1b857c9f1787,e73_CreationTimeSpans,MMB.A.1375_#1,1904-11-22,
8e38b280-3780-50c0-8e79-61e6063dbc8e,e73_CreationTimeSpans,MMB.A.1376_#1,1904-11-21,
b15a7355-1613-534e-b242-dcf59b60ea79,e73_CreationTimeSpans,MMB.A.1377_#1,1904-09-15,1904-09-18
0ad440ab-eb44-5421-85e4-f388b1c6ed84,e73_CreationTimeSpans,MMB.A.1378_#1,1905-05-16,
a31ea87a-1b8a-5482-9834-70f7ce57f288,e73_CreationTimeSpans,MMB.A.1379_#1,1906-05-06,
59479a06-467b-50e4-b901-b06d9dddfcf9,e73_CreationTimeSpans,MMB.A.1380_#1,1905-12-30,
6bf8e497-a0e5-5906-bade-9d43ac0eab91,e73_CreationTimeSpans,MMB.A.1381_#1,1905-12-23,
83563fc2-8367-5849-bc18-ee26a9b959c9,e73_CreationTimeSpans,MMB.A.1382_#1,1905-12-04,
2df9aced-86f7-5f31-8a94-c8e7c704dcf5,e73_CreationTimeSpans,MMB.A.1383_#1,1905-10-15,
4505250c-2d59-5300-b71f-afd4886e7680,e73_CreationTimeSpans,MMB.A.1384_#1,1905-10-04,
19b9033c-e0fb-54d7-a155-80dc47dd34f5,e73_CreationTimeSpans,MMB.A.1385_#1,1906-09-04,
46dcd58a-f47b-54bc-8052-0db22fc43183,e73_CreationTimeSpans,MMB.A.1386_#1,1906-10-04,
f20ef299-5b44-5d21-9d0e-1c8478e0c190,e73_CreationTimeSpans,MMB.A.1387_#1,1906-06-27,
8f3d06c9-1be6-5b85-82bd-b06f2c6b92d6,e73_CreationTimeSpans,MMB.A.1388_#1,1906-06-12,
e8d66c02-fa54-5553-834c-a46fa742feb5,e73_CreationTimeSpans,MMB.A.1389_#1,1906-06-28,
bedc1f76-7e1f-558c-a027-b720a137e5b6,e73_CreationTimeSpans,MMB.A.1390_#1,1906-07-15,
18540a62-fb12-5bba-a24a-5482173ce141,e73_CreationTimeSpans,MMB.A.1391_#1,1905-09-28,
fb430561-ac14-5905-9afb-d709f9002c42,e73_CreationTimeSpans,MMB.A.1392_#1,1905-07-20,
98a52a5c-dc92-5580-bd4e-a03b80b79f2e,e73_CreationTimeSpans,MMB.A.1393_#1,1905-06-26,
2deedcde-3fb3-5db3-b7f7-159bd05d1e77,e73_CreationTimeSpans,MMB.A.1394_#1,1906-07-24,
0caff1b8-6b06-5109-8d32-f9d3b69b0d47,e73_CreationTimeSpans,MMB.A.1395_#1,1905-11-09,
c75e502c-b329-534b-b395-c4b054be4205,e73_CreationTimeSpans,MMB.A.1396_#1,1905-06-16,
bb9072e3-6770-5868-8b6d-a29d6e2ce6fa,e73_CreationTimeSpans,MMB.A.1397_#1,1905-06-21,
f5f85365-1bb3-56cb-83cb-84ac45260d36,e73_CreationTimeSpans,MMB.A.1398_#1,1905-06-06,
b962bfba-8450-559f-9181-c424f9749587,e73_CreationTimeSpans,MMB.A.1399_#1,1905-06-06,
2c46ef46-a835-5e63-9936-2a65459314ad,e73_CreationTimeSpans,MMB.A.1400_#1,1906-07-10,
6f97b7ba-7db8-5a33-aab8-ae8a4aed2271,e73_CreationTimeSpans,MMB.A.1401_#1,1906-08-15,
be1db7a0-7d51-5153-9354-ae1c0c27e097,e73_CreationTimeSpans,MMB.A.1403_#1,1908-06-02,
b1c2f100-e658-5007-9b74-a705eea5d231,e73_CreationTimeSpans,MMB.A.1405_#1,1925-02-06,
b12e87f4-02cc-5e14-ac3f-0d0c7d7a7c4e,e73_CreationTimeSpans,MMB.A.1407_#1,1906-09-13,
952802ee-e96b-5856-b07f-a86337e520cc,e73_CreationTimeSpans,MMB.A.1408_#1,1904-06-29,1905-10-09
eb445f13-c561-57fb-8711-ae5d7f05d6ed,e73_CreationTimeSpans,MMB.A.1409_#1,1905-06-17,
b50fb708-645d-56c7-aa1b-916d92c24658,e73_CreationTimeSpans,MMB.A.1410_#1,1905-06-19,
cad8f82b-7d7a-52bc-84d4-a4953d051d8d,e73_CreationTimeSpans,MMB.A.1411_#1,1905-06-07,
1f26ce3a-6a74-5460-b62e-cb0dad650539,e73_CreationTimeSpans,MMB.A.1413_#1,1906-06-uu,
42a14a00-7d9a-50a3-89ca-9951deb76fa8,e73_CreationTimeSpans,MMB.A.1414_#1,1905-06-06,
7926b24b-fa4c-5a2a-ade9-905e8253713e,e73_CreationTimeSpans,MMB.A.1415_#1,1906-06-04,
5e06a683-0b77-5e7a-bd21-d46dd7cbe655,e73_CreationTimeSpans,MMB.A.1416_#1,1906-08-01,
784cae76-5b3f-56c0-abec-5d5c46578b16,e73_CreationTimeSpans,MMB.A.1417_#1,1906-07-29,
dc351c83-4347-59da-9132-d4aa3fab8450,e73_CreationTimeSpans,MMB.A.1418_#1,1906-09-15,
d86ea639-ed25-59e5-9017-563e5c9ee004,e73_CreationTimeSpans,MMB.A.1419_#1,1905-09-06,
d633a9fd-949c-5e75-aabe-2e8ed3471e87,e73_CreationTimeSpans,MMB.A.1420_#1,1906-07-03,
200a5f04-a6de-5adb-9e5b-c7e2b92e240b,e73_CreationTimeSpans,MMB.A.1421_#1,1906-07-15,
9c3edcc0-ba35-56e7-a9df-49f0fbd99a0d,e73_CreationTimeSpans,MMB.A.1422_#1,1908-06-12,
4bdcb066-5fe0-594c-b52c-29d949609f88,e73_CreationTimeSpans,MMB.A.1442_#1,1904-10-10,
5a678416-56c3-5ba3-8ac5-0ccf51bf0818,e73_CreationTimeSpans,MMB.A.1445_#1,1905-11-29,
0ccb4cea-b651-5aa7-908f-d545e9ecb246,e73_CreationTimeSpans,MMB.A.1446_#1,1905-11-25,
fae993c2-6cb0-5f5e-9047-a09440e4a2f1,e73_CreationTimeSpans,MMB.A.1447_#1,1906-10-09,
9c048d48-b36f-568e-b0d8-76d66e4d10ea,e73_CreationTimeSpans,MMB.A.1449_#1,1906-06-01,
63ddcc62-42ad-5bc5-ba31-eeb533a97e9e,e73_CreationTimeSpans,MMB.A.1450_#1,1905-06-02,
c44d5a02-5142-5de5-a02b-3be5f0b5c778,e73_CreationTimeSpans,MMB.A.1452_#1,1901-09-24,
b4c474f8-01bc-5f36-8dbd-3803ef1bf5db,e73_CreationTimeSpans,MMB.A.1453_#1,1907-01-27,
0598995e-9779-51f8-a0f9-48924c7da1c0,e73_CreationTimeSpans,MMB.A.1466_#1,1906-05-28,
5655f77a-632e-5b96-897f-e02383a2758f,e73_CreationTimeSpans,MMB.A.1471_#1,1907-02-02,
c97fda5c-ebd6-5c74-9a64-95f830dc489f,e73_CreationTimeSpans,MMB.A.1477_#1,1918-01-30,
f0f8db1d-8836-532b-b38e-f42241ec5f84,e73_CreationTimeSpans,MMB.A.1487_#1,1905-02-16,
b83609fd-729b-5059-aaa1-208b56a9bbc5,e73_CreationTimeSpans,MMB.A.1488_#1,1906-05-15,
c98a9a91-c1af-5844-8868-fc7d23ff8bec,e73_CreationTimeSpans,MMB.A.1489_#1,1908-11-12,
fc9cfea4-317f-5296-9dfe-da913fb50c74,e73_CreationTimeSpans,MMB.A.1491_#1,1917-07-02,
e4fc90c1-8a72-53af-bf1a-c309b23ae37d,e73_CreationTimeSpans,MMB.A.1492_#1,1917-07-01,
6fe6c7b8-5395-5b98-b717-a6318e734573,e73_CreationTimeSpans,MMB.A.1493_#1,1908-uu-uu,
65c32882-2a17-56a3-b7f8-c9f1b9f3c284,e73_CreationTimeSpans,MMB.A.1494_#1,1905-05-25,
859ddc95-66c4-5b75-b7e4-5f5f88ba00b0,e73_CreationTimeSpans,MMB.A.1495_#1,1917-06-23,
97bd299e-1b0a-5319-b113-8e4b728130a2,e73_CreationTimeSpans,MMB.A.1497_#1,1918-02-02,
04a9ca5b-67c7-5f38-8df9-4bf1ce9d91e4,e73_CreationTimeSpans,MMB.A.1499_#1,1905-09-27,
6c574947-e3c9-5b78-8537-39b430baec0e,e73_CreationTimeSpans,MMB.A.1500_#1,1905-09-28,
637dd7b6-8df1-556e-b259-624cbf18b313,e73_CreationTimeSpans,MMB.A.1501_#1,1906-05-07,1906-05-08
d4927e1e-c098-5ff7-9c91-a246de88bc02,e73_CreationTimeSpans,MMB.A.1502_#1,1906-05-09,
98b13a62-b6f0-54a0-848e-0bef4dedd126,e73_CreationTimeSpans,MMB.A.1503_#1,1906-05-09,
8e019a5c-0c97-5201-9157-c87ced55cdee,e73_CreationTimeSpans,MMB.A.1504_#1,1906-05-29,
078ad367-623a-52c4-87a5-90b3541b9c19,e73_CreationTimeSpans,MMB.A.1505_#1,1906-06-01,
0fc119ea-0f94-5592-8a66-5be8cee505a0,e73_CreationTimeSpans,MMB.A.1506_#1,1906-06-26,
1815f4fe-1d8f-5955-9636-d9bfef184d1c,e73_CreationTimeSpans,MMB.A.1507_#1,1907-08-22,
20aa5cf6-8689-5d54-96e1-f08a612282b1,e73_CreationTimeSpans,MMB.A.1508_#1,1907-08-22,
565a37cb-c955-58bf-b2c9-aab486b2de7f,e73_CreationTimeSpans,MMB.A.1509_#1,1907-08-23,
c8f33fb9-7203-5acd-9229-53a4576db277,e73_CreationTimeSpans,MMB.A.1510_#1,1907-08-24,
cd656350-7fb6-5b7a-a748-5ba2433079c9,e73_CreationTimeSpans,MMB.A.1511_#1,1907-08-26,
ac78d6a7-6ba2-5970-92d4-11146934fa4d,e73_CreationTimeSpans,MMB.A.1512_#1,1907-08-31,
49127b6a-5069-5323-a959-f11b6917975d,e73_CreationTimeSpans,MMB.A.1513_#1,1914-08-05,
31af5ce7-c479-58e7-8d5f-0ba4288013bc,e73_CreationTimeSpans,MMB.A.1514_#1,1917-07-04,
b55ef72b-e3b2-518e-a78c-12129009a841,e73_CreationTimeSpans,MMB.A.1518_#1,1918-01-31,
05829454-b471-5b9e-a238-deb8dc7b346b,e73_CreationTimeSpans,MMB.A.1526_#1,1918-05-31,
5a499e29-d63a-543a-8954-ff0fd06eccc7,e73_CreationTimeSpans,MMB.A.1527_#1,1918-07-03,1918-07-08
752ecd8e-04ea-5cbc-a824-eb1838a4b80c,e73_CreationTimeSpans,MMB.A.1528_#1,1918-07-23,
689c86ef-f0c7-5091-9463-571f8506f7cb,e73_CreationTimeSpans,MMB.A.1529_#1,1919-02-09,
06f1624f-d557-523f-8624-1c3befcecf15,e73_CreationTimeSpans,MMB.A.1531_#1,1910-06-30,
6dca0d54-6ba8-5093-aa98-728d5b55fd71,e73_CreationTimeSpans,MMB.A.1533_#1,1905-05-25,
80753ad5-9c32-53cc-ab99-9364c760d323,e73_CreationTimeSpans,MMB.A.1534_#1,1905-06-uu,
77b2326e-cc78-500b-a8e7-b3aadb92b4ea,e73_CreationTimeSpans,MMB.A.1535_#1,1905-05-31,
7007c150-0896-56e0-bacb-bd573ce1e892,e73_CreationTimeSpans,MMB.A.1536_#1,1906-10-02,
bbfe5db3-86bb-5f0c-a017-f6be2da2c1f6,e73_CreationTimeSpans,MMB.A.1537_#1,1902-02-17,
67bbe795-bf36-50f4-9300-55133c98df4b,e73_CreationTimeSpans,MMB.A.1538_#1,1902-02-18,
951f3768-0440-594a-862c-74444462589c,e73_CreationTimeSpans,MMB.A.1539_#1,1906-09-08,
ab7b9204-dc2e-556a-8e83-2273c29d992c,e73_CreationTimeSpans,MMB.A.1540_#1,1906-05-05,
2d3fc110-eaf7-5b01-90d2-609df3eaed96,e73_CreationTimeSpans,MMB.A.1541_#1,1906-08-17,
6b016cb1-185d-5229-92a4-28f9da41e6e9,e73_CreationTimeSpans,MMB.A.1542_#1,1919-06-26,
b9c9e4d9-6cb5-559b-9f20-0836b13ec291,e73_CreationTimeSpans,MMB.A.1543_#1,1906-11-20,
b8ff3b71-8453-56b6-aaea-d588d1361414,e73_CreationTimeSpans,MMB.A.1544_#1,1914-09-28,
dd3a7b51-bba2-513b-9747-e7dc8ff82071,e73_CreationTimeSpans,MMB.A.1545_#1,1919-07-13,
ddf57eb6-dcea-5679-add4-60136996d0dd,e73_CreationTimeSpans,MMB.A.1546_#1,1919-06-23,
87d5a398-711c-5986-9f13-274eab9cefc6,e73_CreationTimeSpans,MMB.A.1552_#1,1921-10-01,
4c8985aa-13e3-5823-8c07-bd4ede213e3e,e73_CreationTimeSpans,MMB.A.1554_#1,1922-07-17,
7ab0136b-c143-5988-9bf9-3c65bf1869dc,e73_CreationTimeSpans,MMB.A.1555_#1,1923-04-21,
7c720301-bca7-519f-a176-65f10b4c5f5f,e73_CreationTimeSpans,MMB.A.1556_#1,1929-06-15,
6db5e074-ae28-590f-8604-decd239a14de,e73_CreationTimeSpans,MMB.A.1557_#1,1923-01-12,
81ddcf69-f016-542b-ab57-1a55b95864fe,e73_CreationTimeSpans,MMB.A.1560_#1,1904-10-05,
52fe588f-e2fd-52e7-b787-60ae18a2518f,e73_CreationTimeSpans,MMB.A.1561_#1,1914-11-21,
44562478-0ddc-54a9-bf34-30d7f7ff1b3b,e73_CreationTimeSpans,MMB.A.1562_#1,1905-05-30,
c81b0bd0-6e47-50cd-bf3f-0aae6e8859ae,e73_CreationTimeSpans,MMB.A.1563_#1,1915-11-25,
b643d861-87aa-55f9-bcfb-2604cbcf73b6,e73_CreationTimeSpans,MMB.A.1564_#1,1906-09-02,
22543d5c-debb-55d0-b2bc-d164b55903e0,e73_CreationTimeSpans,MMB.A.1565_#1,1909-05-01,
212e87dd-597f-5e8e-8b53-f735f9ac184b,e73_CreationTimeSpans,MMB.A.1566_#1,1909-05-06,
59b0b453-ecfc-5394-a2de-f26d2cd51239,e73_CreationTimeSpans,MMB.A.1567_#1,1909-05-08,
72710b17-01d4-5559-a5ca-a87c2d2713c4,e73_CreationTimeSpans,MMB.A.1568_#1,1905-05-15,
849a4142-ef00-55a3-aea6-44c7becaac53,e73_CreationTimeSpans,MMB.A.1571_#1,1907-uu-uu,
3dda2b9b-c523-5805-8e17-3cfcc6d7fc04,e73_CreationTimeSpans,MMB.A.1572_#1,1907-uu-uu,
a5a1b234-5c51-55cf-873d-82e8fa6e770f,e73_CreationTimeSpans,MMB.A.1574_#1,1911-04-08,
b3c51acd-9cb4-598a-8f89-688ed0aae7ba,e73_CreationTimeSpans,MMB.A.1577_#1,1898-09-19,
