ResourceID,card,order,Keeper,Object Number,Object Identifier,archive_code,Warehouse Location (begin),Warehouse Location (end),Material,Production Technique Type,Object Type,Document status
ff049534-ddfe-593e-a7d3-fba13bfcad82,AA,0,Museum Mayer van den Bergh,MMB.A.1217_#1,https://data.MMB.be/ark:/24970/ff049534-ddfe-593e-a7d3-fba13bfcad82,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
719532e3-79c1-5ce9-8364-b33ca16fb009,AA,0,Museum Mayer van den Bergh,MMB.A.1218_#1,https://data.MMB.be/ark:/24970/719532e3-79c1-5ce9-8364-b33ca16fb009,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
35abc2b4-069b-5656-a34a-6ce652cbb576,AA,0,Museum Mayer van den Bergh,MMB.A.1219_#1,https://data.MMB.be/ark:/24970/35abc2b4-069b-5656-a34a-6ce652cbb576,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
7484ed31-4889-573e-9586-2bfd0ee917ef,AA,0,Museum Mayer van den Bergh,MMB.A.1220_#1,https://data.MMB.be/ark:/24970/7484ed31-4889-573e-9586-2bfd0ee917ef,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
3dd67c9d-bb62-58c3-a4d8-fbe0075ae4e8,AA,0,Museum Mayer van den Bergh,MMB.A.1221_#1,https://data.MMB.be/ark:/24970/3dd67c9d-bb62-58c3-a4d8-fbe0075ae4e8,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
d246a17b-bfbb-5c00-bab0-828ed7c0cb58,AA,0,Museum Mayer van den Bergh,MMB.A.1222_#1,https://data.MMB.be/ark:/24970/d246a17b-bfbb-5c00-bab0-828ed7c0cb58,MMB.A.I.B.2,Doos A.IX,,ink,handwriting,letters (correspondence),
da73e284-2492-596c-98b7-bd41395dce73,AA,0,Museum Mayer van den Bergh,MMB.A.1223_#1,https://data.MMB.be/ark:/24970/da73e284-2492-596c-98b7-bd41395dce73,MMB.A.I.E.1,Doos A.IX,,ink,typewriting,visiting cards,
b61f2ce9-d2db-50af-89da-dfcf6f9f1321,AA,0,Museum Mayer van den Bergh,MMB.A.1225_#1,https://data.MMB.be/ark:/24970/b61f2ce9-d2db-50af-89da-dfcf6f9f1321,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,postcards,
7cd7f2ee-f77c-5c81-bbd5-df2e13bdb1e7,AA,0,Museum Mayer van den Bergh,MMB.A.1226_#1,https://data.MMB.be/ark:/24970/7cd7f2ee-f77c-5c81-bbd5-df2e13bdb1e7,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,visiting cards,
777e8b1f-5eb4-53ca-b42e-06be9796ff2f,AA,0,Museum Mayer van den Bergh,MMB.A.1227_#1,https://data.MMB.be/ark:/24970/777e8b1f-5eb4-53ca-b42e-06be9796ff2f,MMB.A.I.B.2,Doos A.IX,,ink,handwriting,visiting cards,
8ad928c2-87c9-5818-af3c-a1518aa3ac92,AA,0,Museum Mayer van den Bergh,MMB.A.1228_#1,https://data.MMB.be/ark:/24970/8ad928c2-87c9-5818-af3c-a1518aa3ac92,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,visiting cards,
3a50a0ae-60ee-524a-831f-9040e030bc16,AA,0,Museum Mayer van den Bergh,MMB.A.1229_#1,https://data.MMB.be/ark:/24970/3a50a0ae-60ee-524a-831f-9040e030bc16,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,visiting cards,
60a23809-5057-584d-8833-662f0eb047c6,AA,0,Museum Mayer van den Bergh,MMB.A.1230_#1,https://data.MMB.be/ark:/24970/60a23809-5057-584d-8833-662f0eb047c6,MMB.A.I.E.1,Doos A.IX,,pencils (drawing and writing equipment),handwriting,visiting cards,
aa0821f1-bef8-5519-a153-b26260ba4455,AA,0,Museum Mayer van den Bergh,MMB.A.1232_#1,https://data.MMB.be/ark:/24970/aa0821f1-bef8-5519-a153-b26260ba4455,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,visiting cards,
f21cb420-dbbb-5fbd-872c-7b511ddae24b,AA,0,Museum Mayer van den Bergh,MMB.A.1233_#1,https://data.MMB.be/ark:/24970/f21cb420-dbbb-5fbd-872c-7b511ddae24b,MMB.A.I.A.2,Doos A.IX,,ink,handwriting,visiting cards,
968acc1d-b6a9-5728-b4c3-65f83ccc35f2,AA,0,Museum Mayer van den Bergh,MMB.A.1234_#1,https://data.MMB.be/ark:/24970/968acc1d-b6a9-5728-b4c3-65f83ccc35f2,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
0f9a2873-43a1-51d8-a645-3b2700c351a1,AA,0,Museum Mayer van den Bergh,MMB.A.1235_#1,https://data.MMB.be/ark:/24970/0f9a2873-43a1-51d8-a645-3b2700c351a1,MMB.A.I.E.3,Doos A.IX,,,,letters (correspondence),
662d178e-97d0-5903-bf75-d338dd73483f,AA,0,Museum Mayer van den Bergh,MMB.A.1244_#1,https://data.MMB.be/ark:/24970/662d178e-97d0-5903-bf75-d338dd73483f,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
c33cc2aa-8fbf-5d5b-ae7a-2789b2d3ea24,AA,0,Museum Mayer van den Bergh,MMB.A.1245_#1,https://data.MMB.be/ark:/24970/c33cc2aa-8fbf-5d5b-ae7a-2789b2d3ea24,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,postcards,
bd825163-3600-56bd-aa53-a930496b3557,AA,0,Museum Mayer van den Bergh,MMB.A.1246_#1,https://data.MMB.be/ark:/24970/bd825163-3600-56bd-aa53-a930496b3557,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,postcards,
f6dc7c94-84ab-5053-afa9-5ba64fb4ffa4,AA,0,Museum Mayer van den Bergh,MMB.A.1247_#1,https://data.MMB.be/ark:/24970/f6dc7c94-84ab-5053-afa9-5ba64fb4ffa4,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,postcards,
73faa672-8f11-596a-915f-fbda3568511e,AA,0,Museum Mayer van den Bergh,MMB.A.1248_#1,https://data.MMB.be/ark:/24970/73faa672-8f11-596a-915f-fbda3568511e,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,postcards,
5e7df2fe-3445-56b9-9f69-14fd5a347c31,AA,0,Museum Mayer van den Bergh,MMB.A.1249_#1,https://data.MMB.be/ark:/24970/5e7df2fe-3445-56b9-9f69-14fd5a347c31,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,postcards,
dd3279c0-579a-53e0-a6a4-92230cb4cdf8,AA,0,Museum Mayer van den Bergh,MMB.A.1250_#1,https://data.MMB.be/ark:/24970/dd3279c0-579a-53e0-a6a4-92230cb4cdf8,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,postcards,
a447cbfc-8e09-5712-bb14-b9ccb42c7317,AA,0,Museum Mayer van den Bergh,MMB.A.1251_#1,https://data.MMB.be/ark:/24970/a447cbfc-8e09-5712-bb14-b9ccb42c7317,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,postcards,
662427ea-3260-5ccb-911b-a7fc395f5fcd,AA,0,Museum Mayer van den Bergh,MMB.A.1252_#1,https://data.MMB.be/ark:/24970/662427ea-3260-5ccb-911b-a7fc395f5fcd,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
76320a6f-924c-5e5d-b08e-97a02e9b9690,AA,0,Museum Mayer van den Bergh,MMB.A.1253_#1,https://data.MMB.be/ark:/24970/76320a6f-924c-5e5d-b08e-97a02e9b9690,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
e7707857-2e16-5736-8219-f0ac0e758542,AA,0,Museum Mayer van den Bergh,MMB.A.1254_#1,https://data.MMB.be/ark:/24970/e7707857-2e16-5736-8219-f0ac0e758542,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
e06f8935-15b0-5df2-addb-1a956289ed9d,AA,0,Museum Mayer van den Bergh,MMB.A.1255_#1,https://data.MMB.be/ark:/24970/e06f8935-15b0-5df2-addb-1a956289ed9d,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
713a6e05-af2c-520c-be63-071b9ba6de36,AA,0,Museum Mayer van den Bergh,MMB.A.1256_#1,https://data.MMB.be/ark:/24970/713a6e05-af2c-520c-be63-071b9ba6de36,MMB.A.I.E.1,Doos A.IX,,,handwriting,letters (correspondence),
c0219f3d-7de2-5cd7-9d72-0a17c742a9d2,AA,0,Museum Mayer van den Bergh,MMB.A.1257_#1,https://data.MMB.be/ark:/24970/c0219f3d-7de2-5cd7-9d72-0a17c742a9d2,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
bdbb8770-0db0-57c0-b931-01a921efa2ac,AA,0,Museum Mayer van den Bergh,MMB.A.1258_#1,https://data.MMB.be/ark:/24970/bdbb8770-0db0-57c0-b931-01a921efa2ac,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
857c1d0d-4de8-5ab6-bd33-5904587bf83a,AA,0,Museum Mayer van den Bergh,MMB.A.1259_#1,https://data.MMB.be/ark:/24970/857c1d0d-4de8-5ab6-bd33-5904587bf83a,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
fceb0e87-a851-5a72-b6b6-625079080733,AA,0,Museum Mayer van den Bergh,MMB.A.1260_#1,https://data.MMB.be/ark:/24970/fceb0e87-a851-5a72-b6b6-625079080733,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
ac411050-7235-51aa-8eea-0ce0213bc089,AA,0,Museum Mayer van den Bergh,MMB.A.1261_#1,https://data.MMB.be/ark:/24970/ac411050-7235-51aa-8eea-0ce0213bc089,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
4226121e-1035-5704-9eed-00db4a58f597,AA,0,Museum Mayer van den Bergh,MMB.A.1262_#1,https://data.MMB.be/ark:/24970/4226121e-1035-5704-9eed-00db4a58f597,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
4c3c7510-7b01-59a6-bf01-a30be52710a8,AA,0,Museum Mayer van den Bergh,MMB.A.1264_#1,https://data.MMB.be/ark:/24970/4c3c7510-7b01-59a6-bf01-a30be52710a8,MMB.A.I.E.1,Doos A.IX,,,typewriting,letters (correspondence),
459ee0ae-279c-5e3c-abe7-d2f29f618def,AA,0,Museum Mayer van den Bergh,MMB.A.1265_#1,https://data.MMB.be/ark:/24970/459ee0ae-279c-5e3c-abe7-d2f29f618def,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
a696f810-0512-5b0d-a01d-35689186f640,AA,0,Museum Mayer van den Bergh,MMB.A.1266_#1,https://data.MMB.be/ark:/24970/a696f810-0512-5b0d-a01d-35689186f640,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
70b80fe9-a458-5248-965c-e0154e998b88,AA,0,Museum Mayer van den Bergh,MMB.A.1267_#1,https://data.MMB.be/ark:/24970/70b80fe9-a458-5248-965c-e0154e998b88,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
dc693af4-0428-5005-b76e-0b064847e13b,AA,0,Museum Mayer van den Bergh,MMB.A.1268_#1,https://data.MMB.be/ark:/24970/dc693af4-0428-5005-b76e-0b064847e13b,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,prentbriefkart NOT FOUND IN: object_types.csv,
1d468b52-2ebe-5d27-ab8b-b40be9cbefb2,AA,0,Museum Mayer van den Bergh,MMB.A.1271_#1,https://data.MMB.be/ark:/24970/1d468b52-2ebe-5d27-ab8b-b40be9cbefb2,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
5b43b2e8-c1cf-5788-8f6f-bd7043956b7e,AA,0,Museum Mayer van den Bergh,MMB.A.1272_#1,https://data.MMB.be/ark:/24970/5b43b2e8-c1cf-5788-8f6f-bd7043956b7e,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
a15cae3a-c935-5fc1-8ba8-005274660dea,AA,0,Museum Mayer van den Bergh,MMB.A.1273_#1,https://data.MMB.be/ark:/24970/a15cae3a-c935-5fc1-8ba8-005274660dea,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
6f2cffe2-b28d-532a-a922-e85e5768e1d5,AA,0,Museum Mayer van den Bergh,MMB.A.1274_#1,https://data.MMB.be/ark:/24970/6f2cffe2-b28d-532a-a922-e85e5768e1d5,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
425b4851-c00f-5c3c-9168-a3ec98595688,AA,0,Museum Mayer van den Bergh,MMB.A.1275_#1,https://data.MMB.be/ark:/24970/425b4851-c00f-5c3c-9168-a3ec98595688,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
a1d99541-aa5c-55dc-b8bc-c9e136b366e1,AA,0,Museum Mayer van den Bergh,MMB.A.1279_#1,https://data.MMB.be/ark:/24970/a1d99541-aa5c-55dc-b8bc-c9e136b366e1,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
5bc28e84-b4c2-509a-ac7d-e14be3a3a66b,AA,0,Museum Mayer van den Bergh,MMB.A.1280_#1,https://data.MMB.be/ark:/24970/5bc28e84-b4c2-509a-ac7d-e14be3a3a66b,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
0598c917-08ad-5317-9acc-f77d2649ee19,AA,0,Museum Mayer van den Bergh,MMB.A.1281_#1,https://data.MMB.be/ark:/24970/0598c917-08ad-5317-9acc-f77d2649ee19,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,postcards,
4f596539-410b-5b32-a729-537a499ea493,AA,0,Museum Mayer van den Bergh,MMB.A.1282_#1,https://data.MMB.be/ark:/24970/4f596539-410b-5b32-a729-537a499ea493,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
a1fb2742-41fb-5f3c-880b-58684945946f,AA,0,Museum Mayer van den Bergh,MMB.A.1283_#1,https://data.MMB.be/ark:/24970/a1fb2742-41fb-5f3c-880b-58684945946f,MMB.A.I.E.1,Doos A.IX,,ink,handwriting,letters (correspondence),
1167af06-191c-5521-9a6f-86f117541a44,AA,0,Museum Mayer van den Bergh,MMB.A.1290_#1,https://data.MMB.be/ark:/24970/1167af06-191c-5521-9a6f-86f117541a44,MMB.A.I.B.2,Doos A.IX,,ink,handwriting,letters (correspondence),
546f9f5e-6da7-5765-9774-f0917ef411ed,AA,0,Museum Mayer van den Bergh,MMB.A.1291_#1,https://data.MMB.be/ark:/24970/546f9f5e-6da7-5765-9774-f0917ef411ed,MMB.A.I.B.2,Doos A.IX,,ink,handwriting,letters (correspondence),
10523a03-fd8b-5f52-831c-2d35e65fbde0,AA,0,Museum Mayer van den Bergh,MMB.A.1292_#1,https://data.MMB.be/ark:/24970/10523a03-fd8b-5f52-831c-2d35e65fbde0,MMB.A.I.B.2,Doos A.IX,,ink,handwriting,letters (correspondence),
7a011a55-b271-55e8-9d62-4eea6058953e,AA,0,Museum Mayer van den Bergh,MMB.A.1293_#1,https://data.MMB.be/ark:/24970/7a011a55-b271-55e8-9d62-4eea6058953e,MMB.A.I.B.2,Doos A.IX,,ink,handwriting,letters (correspondence),
e5a6f6ff-c291-528c-9450-f870ec78dcfa,AA,0,Museum Mayer van den Bergh,MMB.A.1294_#1,https://data.MMB.be/ark:/24970/e5a6f6ff-c291-528c-9450-f870ec78dcfa,MMB.A.I.B.2,Doos A.IX,,ink,handwriting,letters (correspondence),
16e547b5-9158-520c-9945-bbd73b0ebc1f,AA,0,Museum Mayer van den Bergh,MMB.A.1295_#1,https://data.MMB.be/ark:/24970/16e547b5-9158-520c-9945-bbd73b0ebc1f,MMB.A.I.B.2,Doos A.IX,,ink,handwriting,letters (correspondence),
4c6defc4-ff49-5128-a8a1-77144bea460d,AA,0,Museum Mayer van den Bergh,MMB.A.1298_#1,https://data.MMB.be/ark:/24970/4c6defc4-ff49-5128-a8a1-77144bea460d,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
6adfb1ba-626e-5311-872c-af834f2a3ffe,AA,0,Museum Mayer van den Bergh,MMB.A.1299_#1,https://data.MMB.be/ark:/24970/6adfb1ba-626e-5311-872c-af834f2a3ffe,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
36981454-dc5a-5fe6-82f2-42c85c9837c3,AA,0,Museum Mayer van den Bergh,MMB.A.1300_#1,https://data.MMB.be/ark:/24970/36981454-dc5a-5fe6-82f2-42c85c9837c3,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
4e025c20-08fb-5ce7-934b-a93f5586f23c,AA,0,Museum Mayer van den Bergh,MMB.A.1301_#1,https://data.MMB.be/ark:/24970/4e025c20-08fb-5ce7-934b-a93f5586f23c,MMB.A.I.D.2.c,Doos A.IX,,ink,handwriting,letters (correspondence),
3324e8b9-1968-5a8b-869f-2b4a3b62a4ab,AA,0,Museum Mayer van den Bergh,MMB.A.1302_#1,https://data.MMB.be/ark:/24970/3324e8b9-1968-5a8b-869f-2b4a3b62a4ab,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
d723c58c-986c-5478-99e3-9d7404cb4c98,AA,0,Museum Mayer van den Bergh,MMB.A.1303_#1,https://data.MMB.be/ark:/24970/d723c58c-986c-5478-99e3-9d7404cb4c98,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
e6dd5f2c-b8c8-53aa-97e6-77f3f4270f08,AA,0,Museum Mayer van den Bergh,MMB.A.1304_#1,https://data.MMB.be/ark:/24970/e6dd5f2c-b8c8-53aa-97e6-77f3f4270f08,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
ded4af49-5bfa-5301-b7fb-a387d70bfb48,AA,0,Museum Mayer van den Bergh,MMB.A.1305_#1,https://data.MMB.be/ark:/24970/ded4af49-5bfa-5301-b7fb-a387d70bfb48,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
9768fc6b-6207-53fa-9d92-65ed3cfa4863,AA,0,Museum Mayer van den Bergh,MMB.A.1306_#1,https://data.MMB.be/ark:/24970/9768fc6b-6207-53fa-9d92-65ed3cfa4863,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
a384e72f-4ade-5b23-b858-8889be87cef5,AA,0,Museum Mayer van den Bergh,MMB.A.1307_#1,https://data.MMB.be/ark:/24970/a384e72f-4ade-5b23-b858-8889be87cef5,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
67f25fb4-9768-5927-9689-85d6a27d7a5c,AA,0,Museum Mayer van den Bergh,MMB.A.1308_#1,https://data.MMB.be/ark:/24970/67f25fb4-9768-5927-9689-85d6a27d7a5c,MMB.A.I.D.2.c,Doos A.IX,,ink,handwriting,letters (correspondence),
0ae8734b-881b-55ba-a3c7-8c6bcf042232,AA,0,Museum Mayer van den Bergh,MMB.A.1309_#1,https://data.MMB.be/ark:/24970/0ae8734b-881b-55ba-a3c7-8c6bcf042232,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
b1461a50-9cee-5004-8f53-b6c6c7a321be,AA,0,Museum Mayer van den Bergh,MMB.A.1310_#1,https://data.MMB.be/ark:/24970/b1461a50-9cee-5004-8f53-b6c6c7a321be,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
79112327-e2b4-5ff7-bbcf-4f3325bb0a42,AA,0,Museum Mayer van den Bergh,MMB.A.1311_#1,https://data.MMB.be/ark:/24970/79112327-e2b4-5ff7-bbcf-4f3325bb0a42,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
b0baee7b-a754-5c40-b554-de9e574290d0,AA,0,Museum Mayer van den Bergh,MMB.A.1312_#1,https://data.MMB.be/ark:/24970/b0baee7b-a754-5c40-b554-de9e574290d0,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
07bf52a7-515b-54b5-bde5-3ffcc96c9f2e,AA,0,Museum Mayer van den Bergh,MMB.A.1313_#1,https://data.MMB.be/ark:/24970/07bf52a7-515b-54b5-bde5-3ffcc96c9f2e,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
66a137a9-12ae-5e3b-a099-b4d642e14d14,AA,0,Museum Mayer van den Bergh,MMB.A.1314_#1,https://data.MMB.be/ark:/24970/66a137a9-12ae-5e3b-a099-b4d642e14d14,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
a1e26303-c2ac-55f9-b393-fa8815d98a46,AA,0,Museum Mayer van den Bergh,MMB.A.1315_#1,https://data.MMB.be/ark:/24970/a1e26303-c2ac-55f9-b393-fa8815d98a46,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
4dd5b8a4-742e-507b-8c6d-638eb45f2f43,AA,0,Museum Mayer van den Bergh,MMB.A.1316_#1,https://data.MMB.be/ark:/24970/4dd5b8a4-742e-507b-8c6d-638eb45f2f43,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
78709513-dba7-5d24-878e-40389d0167e0,AA,0,Museum Mayer van den Bergh,MMB.A.1317_#1,https://data.MMB.be/ark:/24970/78709513-dba7-5d24-878e-40389d0167e0,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,letters (correspondence),
bbe6209d-49e6-5dc2-8206-297ebdce7a0b,AA,0,Museum Mayer van den Bergh,MMB.A.1318_#1,https://data.MMB.be/ark:/24970/bbe6209d-49e6-5dc2-8206-297ebdce7a0b,MMB.A.I.D.1.c,Doos A.IX,,ink,handwriting,postcards,
c771f267-e32e-5125-8fbb-1241e1ba7a4a,AA,0,Museum Mayer van den Bergh,MMB.A.1323_#1,https://data.MMB.be/ark:/24970/c771f267-e32e-5125-8fbb-1241e1ba7a4a,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,postcards,
a781e59f-3945-59f3-b519-01c43e827246,AA,0,Museum Mayer van den Bergh,MMB.A.1324_#1,https://data.MMB.be/ark:/24970/a781e59f-3945-59f3-b519-01c43e827246,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,letters (correspondence),
1e3b7188-99ae-5e33-820b-73dc0f02a08a,AA,0,Museum Mayer van den Bergh,MMB.A.1325_#1,https://data.MMB.be/ark:/24970/1e3b7188-99ae-5e33-820b-73dc0f02a08a,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,letters (correspondence),
4c180324-dc59-54aa-b18b-bc85d1d4e06e,AA,0,Museum Mayer van den Bergh,MMB.A.1326_#1,https://data.MMB.be/ark:/24970/4c180324-dc59-54aa-b18b-bc85d1d4e06e,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,letters (correspondence),
912aa40a-8854-5dd8-abb5-4e5a57f0f80e,AA,0,Museum Mayer van den Bergh,MMB.A.1327_#1,https://data.MMB.be/ark:/24970/912aa40a-8854-5dd8-abb5-4e5a57f0f80e,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,letters (correspondence),
a2531cbb-8a4a-5436-a40c-ec4b830f28ee,AA,0,Museum Mayer van den Bergh,MMB.A.1328_#1,https://data.MMB.be/ark:/24970/a2531cbb-8a4a-5436-a40c-ec4b830f28ee,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,letters (correspondence),
ded0e76c-373d-5ad2-806f-c8d6d3760ed1,AA,0,Museum Mayer van den Bergh,MMB.A.1329_#1,https://data.MMB.be/ark:/24970/ded0e76c-373d-5ad2-806f-c8d6d3760ed1,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,postcards,
ebb986f3-87d1-5d91-9ed9-932ef19aa4a3,AA,0,Museum Mayer van den Bergh,MMB.A.1330_#1,https://data.MMB.be/ark:/24970/ebb986f3-87d1-5d91-9ed9-932ef19aa4a3,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,letters (correspondence),
ebce9410-8e8d-59f4-8897-b13940987542,AA,0,Museum Mayer van den Bergh,MMB.A.1331_#1,https://data.MMB.be/ark:/24970/ebce9410-8e8d-59f4-8897-b13940987542,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,letters (correspondence),
35dc178a-ce16-5c57-95d5-4f53912129f5,AA,0,Museum Mayer van den Bergh,MMB.A.1332_#1,https://data.MMB.be/ark:/24970/35dc178a-ce16-5c57-95d5-4f53912129f5,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,letters (correspondence),
1f82343d-3525-53da-9a71-863ce527652f,AA,0,Museum Mayer van den Bergh,MMB.A.1333_#1,https://data.MMB.be/ark:/24970/1f82343d-3525-53da-9a71-863ce527652f,MMB.A.I.D.1.c,Doos A.X,,ink,handwriting,letters (correspondence),
