ResourceID,card,order,Dimension Value,Dimension Type,Dimension Measurement Unit
3a86188e-49d1-5143-bf96-ee7eacd27e65,Dimensions,1,"46,5",Height of work,Centimetres
3a86188e-49d1-5143-bf96-ee7eacd27e65,Dimensions,1,"32,5",Width of work,Centimetres
c69ad6eb-d519-5370-b892-182726872abd,Dimensions,1,"47,0",Height of work,Centimetres
c69ad6eb-d519-5370-b892-182726872abd,Dimensions,1,"32,0",Width of work,Centimetres
959eaa13-0eaa-5a72-85d0-4303addd3681,Dimensions,1,"73,0",Height of work,Centimetres
959eaa13-0eaa-5a72-85d0-4303addd3681,Dimensions,1,"49,0",Width of work,Centimetres
8a53d7ca-91c2-5a9d-86d0-1e197e363de8,Dimensions,1,"127,0",Height of work,Centimetres
8a53d7ca-91c2-5a9d-86d0-1e197e363de8,Dimensions,1,"88,0",Width of work,Centimetres
cb830c18-051c-547d-b66f-6d27abc54b1d,Dimensions,1,"50,0",Height of work,Centimetres
cb830c18-051c-547d-b66f-6d27abc54b1d,Dimensions,1,"60,5",Width of work,Centimetres
e20cca8a-dacb-5e56-86fc-eea257087513,Dimensions,1,"61,0",Height of work,Centimetres
e20cca8a-dacb-5e56-86fc-eea257087513,Dimensions,1,"41,5",Width of work,Centimetres
a31f4b61-a71c-585d-8258-367dea709e1c,Dimensions,1,"55,0",Height of work,Centimetres
a31f4b61-a71c-585d-8258-367dea709e1c,Dimensions,1,"36,0",Width of work,Centimetres
ffa01a01-8561-5e00-a849-6629810395e5,Dimensions,1,"51,5",Height of work,Centimetres
ffa01a01-8561-5e00-a849-6629810395e5,Dimensions,1,"36,5",Width of work,Centimetres
e75534b7-b093-5857-9956-2f24648b23a3,Dimensions,1,"52,0",Height of work,Centimetres
e75534b7-b093-5857-9956-2f24648b23a3,Dimensions,1,"28,0",Width of work,Centimetres
39ab6b52-f461-5f7d-a1cc-28b546e10573,Dimensions,1,"55,0",Height of work,Centimetres
39ab6b52-f461-5f7d-a1cc-28b546e10573,Dimensions,1,"36,0",Width of work,Centimetres
d36fcc70-f011-5012-bc6d-59e9661c1e7a,Dimensions,1,"46,5",Height of work,Centimetres
d36fcc70-f011-5012-bc6d-59e9661c1e7a,Dimensions,1,"33,0",Width of work,Centimetres
a0b28386-23aa-5ff3-b9b1-e341b8db24ac,Dimensions,1,"60,0",Height of work,Centimetres
a0b28386-23aa-5ff3-b9b1-e341b8db24ac,Dimensions,1,"40,0",Width of work,Centimetres
3fdd75ce-7126-5955-801a-bf2545e3e100,Dimensions,1,"51,5",Height of work,Centimetres
3fdd75ce-7126-5955-801a-bf2545e3e100,Dimensions,1,"38,0",Width of work,Centimetres
c9601883-4615-5194-9521-89605be430e0,Dimensions,1,"42,0",Height of work,Centimetres
c9601883-4615-5194-9521-89605be430e0,Dimensions,1,"60,0",Width of work,Centimetres
7079d3b8-c42d-5792-8e61-e168bdabd9f7,Dimensions,1,"73,0",Height of work,Centimetres
7079d3b8-c42d-5792-8e61-e168bdabd9f7,Dimensions,1,"55,0",Width of work,Centimetres
5d6af07c-0711-585b-89b7-f3f1ba9f50c3,Dimensions,1,"50,0",Height of work,Centimetres
5d6af07c-0711-585b-89b7-f3f1ba9f50c3,Dimensions,1,"61,0",Width of work,Centimetres
8395a9e3-2a12-52f6-b5f0-7d47afbb8c60,Dimensions,1,"40,0",Height of work,Centimetres
8395a9e3-2a12-52f6-b5f0-7d47afbb8c60,Dimensions,1,"25,5",Width of work,Centimetres
b17ea09e-5207-5ab5-a8f6-48b1e02d1e81,Dimensions,1,"49,5",Height of work,Centimetres
b17ea09e-5207-5ab5-a8f6-48b1e02d1e81,Dimensions,1,"40,0",Width of work,Centimetres
3658960c-5aff-5f22-b543-9bdce511d66d,Dimensions,1,"29,0",Height of work,Centimetres
3658960c-5aff-5f22-b543-9bdce511d66d,Dimensions,1,"18,0",Width of work,Centimetres
61777f10-ec42-507e-8410-4704d38e58c9,Dimensions,1,"55,0",Height of work,Centimetres
61777f10-ec42-507e-8410-4704d38e58c9,Dimensions,1,"36,5",Width of work,Centimetres
8aa76993-09ca-5cdc-aba2-56b1c449c41e,Dimensions,1,"49,5",Height of work,Centimetres
8aa76993-09ca-5cdc-aba2-56b1c449c41e,Dimensions,1,"35,5",Width of work,Centimetres
f0fa1af9-fb98-5bae-8354-d2fa2921b3b5,Dimensions,1,"60,0",Height of work,Centimetres
f0fa1af9-fb98-5bae-8354-d2fa2921b3b5,Dimensions,1,"40,0",Width of work,Centimetres
88286c6a-3182-5052-b483-7ce588c7e2a0,Dimensions,1,"74,0",Height of work,Centimetres
88286c6a-3182-5052-b483-7ce588c7e2a0,Dimensions,1,"50,0",Width of work,Centimetres
736f4e56-0921-55e9-a12d-f32c7526373c,Dimensions,1,"60,0",Height of work,Centimetres
736f4e56-0921-55e9-a12d-f32c7526373c,Dimensions,1,"40,0",Width of work,Centimetres
702a9b51-dccb-5728-9927-c16a759d5ff0,Dimensions,1,"28,5",Height of work,Centimetres
702a9b51-dccb-5728-9927-c16a759d5ff0,Dimensions,1,"43,0",Width of work,Centimetres
36602cdc-061b-5781-b577-edd77d8b8eb1,Dimensions,1,"59,5",Height of work,Centimetres
36602cdc-061b-5781-b577-edd77d8b8eb1,Dimensions,1,"42,0",Width of work,Centimetres
7f92434e-2f68-5975-94c7-e7f566181a8a,Dimensions,1,"50,5",Height of work,Centimetres
7f92434e-2f68-5975-94c7-e7f566181a8a,Dimensions,1,"40,0",Width of work,Centimetres
44e4e359-f985-5ee6-995b-4c21735fd330,Dimensions,1,"42,0",Height of work,Centimetres
44e4e359-f985-5ee6-995b-4c21735fd330,Dimensions,1,"29,5",Width of work,Centimetres
a1454ee0-f2a7-5cca-b9d9-89f8903419df,Dimensions,1,"54,0",Height of work,Centimetres
a1454ee0-f2a7-5cca-b9d9-89f8903419df,Dimensions,1,"27,0",Width of work,Centimetres
264ec288-3975-59d4-8b70-7d6e1ccb916b,Dimensions,1,"59,0",Height of work,Centimetres
264ec288-3975-59d4-8b70-7d6e1ccb916b,Dimensions,1,"40,5",Width of work,Centimetres
78e35c4c-4159-5f57-8f69-16388bdc30d7,Dimensions,1,"48,0",Height of work,Centimetres
78e35c4c-4159-5f57-8f69-16388bdc30d7,Dimensions,1,"65,0",Width of work,Centimetres
33b73bef-649e-51bc-a014-7706dca214da,Dimensions,1,"60,0",Height of work,Centimetres
33b73bef-649e-51bc-a014-7706dca214da,Dimensions,1,"21,0",Width of work,Centimetres
3130c849-b859-59bc-bfaf-0f099487a3cf,Dimensions,1,"42,0",Height of work,Centimetres
3130c849-b859-59bc-bfaf-0f099487a3cf,Dimensions,1,"29,5",Width of work,Centimetres
191cd4fb-fed5-594e-a362-1a4056f7f38e,Dimensions,1,"51,5",Height of work,Centimetres
191cd4fb-fed5-594e-a362-1a4056f7f38e,Dimensions,1,"35,5",Width of work,Centimetres
592ad513-d388-58d5-961e-57ce94083e59,Dimensions,1,"42,0",Height of work,Centimetres
592ad513-d388-58d5-961e-57ce94083e59,Dimensions,1,"21,0",Width of work,Centimetres
2984e583-cce8-59a7-9898-41858fa2b3c5,Dimensions,1,"84,0",Height of work,Centimetres
2984e583-cce8-59a7-9898-41858fa2b3c5,Dimensions,1,"59,0",Width of work,Centimetres
499517a6-ef52-5c05-ae55-74d1e248d9d0,Dimensions,1,"56,5",Height of work,Centimetres
499517a6-ef52-5c05-ae55-74d1e248d9d0,Dimensions,1,"42,5",Width of work,Centimetres
dcd0e454-3cf9-58b5-8a0e-8459b057843e,Dimensions,1,"59,5",Height of work,Centimetres
dcd0e454-3cf9-58b5-8a0e-8459b057843e,Dimensions,1,"42,0",Width of work,Centimetres
df455a42-42b3-5ea4-9498-ae2ff9b364bd,Dimensions,1,"80,0",Height of work,Centimetres
df455a42-42b3-5ea4-9498-ae2ff9b364bd,Dimensions,1,"60,0",Width of work,Centimetres
3b39ac91-5eb4-547a-b489-bbf5220b9d56,Dimensions,1,"42,0",Height of work,Centimetres
3b39ac91-5eb4-547a-b489-bbf5220b9d56,Dimensions,1,"21,0",Width of work,Centimetres
e6e542cd-a34f-5cf6-bb63-8ae44335f991,Dimensions,1,"61,0",Height of work,Centimetres
e6e542cd-a34f-5cf6-bb63-8ae44335f991,Dimensions,1,"37,0",Width of work,Centimetres
9b4b501e-feba-5ed2-a9e7-b7de1c0f3051,Dimensions,1,"34,5",Height of work,Centimetres
9b4b501e-feba-5ed2-a9e7-b7de1c0f3051,Dimensions,1,"25,0",Width of work,Centimetres
3010492c-66cf-5453-b0fa-1426639dad0e,Dimensions,1,"57,0",Height of work,Centimetres
3010492c-66cf-5453-b0fa-1426639dad0e,Dimensions,1,"34,0",Width of work,Centimetres
4f7cb5ae-7386-56dd-a8db-83e4c5881043,Dimensions,1,"52,0",Height of work,Centimetres
4f7cb5ae-7386-56dd-a8db-83e4c5881043,Dimensions,1,"36,0",Width of work,Centimetres
47438e29-55cc-542e-a0f9-4f277f286c7d,Dimensions,1,"64,5",Height of work,Centimetres
47438e29-55cc-542e-a0f9-4f277f286c7d,Dimensions,1,"50,0",Width of work,Centimetres
2c5a292f-ff54-5b98-aee4-41b6e95e47e8,Dimensions,1,"110,0",Height of work,Centimetres
2c5a292f-ff54-5b98-aee4-41b6e95e47e8,Dimensions,1,"80,0",Width of work,Centimetres
37581d15-5ef7-5d72-be9b-b0b95cbc3463,Dimensions,1,"61,0",Height of work,Centimetres
37581d15-5ef7-5d72-be9b-b0b95cbc3463,Dimensions,1,"40,0",Width of work,Centimetres
4978e3c7-d767-5470-ae5e-e982f63b1ed0,Dimensions,1,"61,5",Height of work,Centimetres
4978e3c7-d767-5470-ae5e-e982f63b1ed0,Dimensions,1,"36,0",Width of work,Centimetres
f49fde20-158a-5195-b666-90849cb8d159,Dimensions,1,"84,0",Height of work,Centimetres
f49fde20-158a-5195-b666-90849cb8d159,Dimensions,1,"117,0",Width of work,Centimetres
b53de2dd-bf90-553e-871a-b698d43182ee,Dimensions,1,"80,0",Height of work,Centimetres
b53de2dd-bf90-553e-871a-b698d43182ee,Dimensions,1,"60,0",Width of work,Centimetres
b5cfcbeb-3670-5917-9c5f-e731c4e28901,Dimensions,1,"61,5",Height of work,Centimetres
b5cfcbeb-3670-5917-9c5f-e731c4e28901,Dimensions,1,"42,5",Width of work,Centimetres
a70f7907-7ac7-5b22-99f9-1ebbd5c0b2aa,Dimensions,1,"65,0",Height of work,Centimetres
a70f7907-7ac7-5b22-99f9-1ebbd5c0b2aa,Dimensions,1,"49,5",Width of work,Centimetres
f421c7c9-edcc-5af3-82b1-2e248c96bdd5,Dimensions,1,"40,0",Height of work,Centimetres
f421c7c9-edcc-5af3-82b1-2e248c96bdd5,Dimensions,1,"32,0",Width of work,Centimetres
3cd83fff-69ff-579b-8900-7b3137b1e096,Dimensions,1,"84,0",Height of work,Centimetres
3cd83fff-69ff-579b-8900-7b3137b1e096,Dimensions,1,"78,0",Width of work,Centimetres
688d0ae3-82de-5778-8b9c-0c514f975e49,Dimensions,1,"55,0",Height of work,Centimetres
688d0ae3-82de-5778-8b9c-0c514f975e49,Dimensions,1,"36,5",Width of work,Centimetres
4adcb386-6bb6-58df-a5cf-9c982691635a,Dimensions,1,"61,0",Height of work,Centimetres
4adcb386-6bb6-58df-a5cf-9c982691635a,Dimensions,1,"43,0",Width of work,Centimetres
9cd6d513-8db1-52e2-835e-4f312b6bdff7,Dimensions,1,"60,0",Height of work,Centimetres
9cd6d513-8db1-52e2-835e-4f312b6bdff7,Dimensions,1,"40,0",Width of work,Centimetres
c3da22af-7939-5c81-b582-2dedd1710f40,Dimensions,1,"89,0",Height of work,Centimetres
c3da22af-7939-5c81-b582-2dedd1710f40,Dimensions,1,"62,0",Width of work,Centimetres
e64afef2-4704-5c74-bf28-5307be9d3016,Dimensions,1,"59,5",Height of work,Centimetres
e64afef2-4704-5c74-bf28-5307be9d3016,Dimensions,1,"40,5",Width of work,Centimetres
c4f475b3-de18-55f6-a15e-5fd23c28dabf,Dimensions,1,"59,5",Height of work,Centimetres
c4f475b3-de18-55f6-a15e-5fd23c28dabf,Dimensions,1,"42,0",Width of work,Centimetres
24e73f1c-f491-55a5-89cd-5fd98042672a,Dimensions,1,"59,5",Height of work,Centimetres
24e73f1c-f491-55a5-89cd-5fd98042672a,Dimensions,1,"30,0",Width of work,Centimetres
ea8a8af1-412e-5492-8bd3-96dfd328fc5e,Dimensions,1,"60,0",Height of work,Centimetres
ea8a8af1-412e-5492-8bd3-96dfd328fc5e,Dimensions,1,"43,0",Width of work,Centimetres
f0b5eec1-7b97-5e11-89e4-035c4f7e7958,Dimensions,1,"60,5",Height of work,Centimetres
f0b5eec1-7b97-5e11-89e4-035c4f7e7958,Dimensions,1,"42,5",Width of work,Centimetres
69ec0647-378f-5d9d-964c-a49824d2d3dc,Dimensions,1,"63,0",Height of work,Centimetres
69ec0647-378f-5d9d-964c-a49824d2d3dc,Dimensions,1,"27,0",Width of work,Centimetres
34b8d835-7955-58ab-9b17-3b2aaf53c8e4,Dimensions,1,"125,0",Height of work,Centimetres
34b8d835-7955-58ab-9b17-3b2aaf53c8e4,Dimensions,1,"59,0",Width of work,Centimetres
ff672e70-b801-5744-859c-73f6cec5a1d6,Dimensions,1,"44,0",Height of work,Centimetres
ff672e70-b801-5744-859c-73f6cec5a1d6,Dimensions,1,"29,5",Width of work,Centimetres
7a3a1fd5-7ada-594b-8e8c-d414cd7e8286,Dimensions,1,"56,0",Height of work,Centimetres
7a3a1fd5-7ada-594b-8e8c-d414cd7e8286,Dimensions,1,"40,0",Width of work,Centimetres
141716e8-dfeb-5231-8f38-d62e8e3e35f4,Dimensions,1,"61,0",Height of work,Centimetres
141716e8-dfeb-5231-8f38-d62e8e3e35f4,Dimensions,1,"44,0",Width of work,Centimetres
0d20ac91-3ee5-535b-9bfe-a2517b96f24b,Dimensions,1,"154,0",Height of work,Centimetres
0d20ac91-3ee5-535b-9bfe-a2517b96f24b,Dimensions,1,"88,0",Width of work,Centimetres
488081b4-b933-50bb-bacb-28bb5b9fb103,Dimensions,1,"60,5",Height of work,Centimetres
488081b4-b933-50bb-bacb-28bb5b9fb103,Dimensions,1,"42,5",Width of work,Centimetres
030b3041-4dd1-5af0-aa16-df55cccfaf97,Dimensions,1,"88,5",Height of work,Centimetres
030b3041-4dd1-5af0-aa16-df55cccfaf97,Dimensions,1,"59,0",Width of work,Centimetres
3d19ee8c-869e-540b-956e-13bf9153bf3c,Dimensions,1,"51,0",Height of work,Centimetres
3d19ee8c-869e-540b-956e-13bf9153bf3c,Dimensions,1,"40,0",Width of work,Centimetres
293eed7a-eb0d-5c65-9c57-be904cddbc21,Dimensions,1,"64,0",Height of work,Centimetres
293eed7a-eb0d-5c65-9c57-be904cddbc21,Dimensions,1,"42,0",Width of work,Centimetres
124db75b-26ec-5003-b448-980f26c1127c,Dimensions,1,"53,5",Height of work,Centimetres
124db75b-26ec-5003-b448-980f26c1127c,Dimensions,1,"34,0",Width of work,Centimetres
2c099142-36df-5557-a77e-1ebef083b14d,Dimensions,1,"100,0",Height of work,Centimetres
2c099142-36df-5557-a77e-1ebef083b14d,Dimensions,1,"56,0",Width of work,Centimetres
fae4cbe1-511f-579f-b941-5772d43a9f8a,Dimensions,1,"43,0",Height of work,Centimetres
fae4cbe1-511f-579f-b941-5772d43a9f8a,Dimensions,1,"30,5",Width of work,Centimetres
3440bea0-ffd8-56d8-a9e1-f643990ea2b9,Dimensions,1,"60,5",Height of work,Centimetres
3440bea0-ffd8-56d8-a9e1-f643990ea2b9,Dimensions,1,"43,0",Width of work,Centimetres
12acdf07-ef40-51de-8b32-9752d60ea9d9,Dimensions,1,"67,0",Height of work,Centimetres
12acdf07-ef40-51de-8b32-9752d60ea9d9,Dimensions,1,"52,0",Width of work,Centimetres
475816b2-e6df-5ad2-8fea-304ffcbbabc6,Dimensions,1,"60,0",Height of work,Centimetres
475816b2-e6df-5ad2-8fea-304ffcbbabc6,Dimensions,1,"40,0",Width of work,Centimetres
2ac80143-f731-5a4b-abea-937c6235aa7a,Dimensions,1,"30,0",Height of work,Centimetres
2ac80143-f731-5a4b-abea-937c6235aa7a,Dimensions,1,"47,5",Width of work,Centimetres
ff51c622-4bd3-53f0-b203-f3e4c5a2ae16,Dimensions,1,"59,0",Height of work,Centimetres
ff51c622-4bd3-53f0-b203-f3e4c5a2ae16,Dimensions,1,"39,5",Width of work,Centimetres
d7486cb8-5ffc-55b4-8aa3-3f10f68ba930,Dimensions,1,"70,0",Height of work,Centimetres
d7486cb8-5ffc-55b4-8aa3-3f10f68ba930,Dimensions,1,"60,0",Width of work,Centimetres
7fa4309a-6157-5bfd-b8e9-56ed4e7cb209,Dimensions,1,"59,5",Height of work,Centimetres
7fa4309a-6157-5bfd-b8e9-56ed4e7cb209,Dimensions,1,"42,0",Width of work,Centimetres
1170ac32-879a-5f30-990b-9919f4283422,Dimensions,1,"62,0",Height of work,Centimetres
1170ac32-879a-5f30-990b-9919f4283422,Dimensions,1,"80,0",Width of work,Centimetres
ac08d257-9a85-54ab-a400-5eb59ee04a90,Dimensions,1,"76,0",Height of work,Centimetres
ac08d257-9a85-54ab-a400-5eb59ee04a90,Dimensions,1,"50,5",Width of work,Centimetres
db4012b7-ceb2-5974-b688-a53c4fda391f,Dimensions,1,"60,0",Height of work,Centimetres
db4012b7-ceb2-5974-b688-a53c4fda391f,Dimensions,1,"42,0",Width of work,Centimetres
5e49f5ad-7247-5dc7-9226-2282fefadb97,Dimensions,1,"55,5",Height of work,Centimetres
5e49f5ad-7247-5dc7-9226-2282fefadb97,Dimensions,1,"36,5",Width of work,Centimetres
29ae6c8c-485c-5ab2-a935-aeadf6ae9981,Dimensions,1,"52,0",Height of work,Centimetres
29ae6c8c-485c-5ab2-a935-aeadf6ae9981,Dimensions,1,"32,0",Width of work,Centimetres
c94735d1-4aad-53f8-86f0-25e454929fbe,Dimensions,1,"63,5",Height of work,Centimetres
c94735d1-4aad-53f8-86f0-25e454929fbe,Dimensions,1,"48,0",Width of work,Centimetres
2fa04bc8-adfe-5ec7-9c33-e71cb2d66ab5,Dimensions,1,"60,0",Height of work,Centimetres
2fa04bc8-adfe-5ec7-9c33-e71cb2d66ab5,Dimensions,1,"42,0",Width of work,Centimetres
161da657-5fa8-5c6f-b80c-499a9f8155eb,Dimensions,1,"60,0",Height of work,Centimetres
161da657-5fa8-5c6f-b80c-499a9f8155eb,Dimensions,1,"34,0",Width of work,Centimetres
47bfa350-c6df-55d6-9c42-33cfa2d759b6,Dimensions,1,"35,5",Height of work,Centimetres
47bfa350-c6df-55d6-9c42-33cfa2d759b6,Dimensions,1,"24,0",Width of work,Centimetres
b216e6a2-4ac8-5b07-b114-f39d49a419fa,Dimensions,1,"81,5",Height of work,Centimetres
b216e6a2-4ac8-5b07-b114-f39d49a419fa,Dimensions,1,"55,5",Width of work,Centimetres
5c6ed3ee-30e2-58b8-abd2-15a7c75e5b88,Dimensions,1,"84,0",Height of work,Centimetres
5c6ed3ee-30e2-58b8-abd2-15a7c75e5b88,Dimensions,1,"58,0",Width of work,Centimetres
68f5d335-fa3d-5aed-b77a-3563979ed0aa,Dimensions,1,"80,0",Height of work,Centimetres
68f5d335-fa3d-5aed-b77a-3563979ed0aa,Dimensions,1,"53,0",Width of work,Centimetres
594a2b02-0dcd-5305-81ad-499b87af4d65,Dimensions,1,"23,0",Height of work,Centimetres
594a2b02-0dcd-5305-81ad-499b87af4d65,Dimensions,1,"35,0",Width of work,Centimetres
3eb2044f-8697-5972-8fa7-eac08a66f1ce,Dimensions,1,"40,0",Height of work,Centimetres
3eb2044f-8697-5972-8fa7-eac08a66f1ce,Dimensions,1,"60,0",Width of work,Centimetres
68886282-897a-5077-9654-cea98a2811c5,Dimensions,1,"43,0",Height of work,Centimetres
68886282-897a-5077-9654-cea98a2811c5,Dimensions,1,"61,0",Width of work,Centimetres
008f5337-4558-51f3-b446-88c4e6ec05e3,Dimensions,1,"86,0",Height of work,Centimetres
008f5337-4558-51f3-b446-88c4e6ec05e3,Dimensions,1,"59,0",Width of work,Centimetres
522b39b4-7929-5a95-9d5e-0fe2ae29ad49,Dimensions,1,"45,5",Height of work,Centimetres
522b39b4-7929-5a95-9d5e-0fe2ae29ad49,Dimensions,1,"29,5",Width of work,Centimetres
28d29f6e-958c-5b35-86a0-80353fec1ff1,Dimensions,1,"58,5",Height of work,Centimetres
28d29f6e-958c-5b35-86a0-80353fec1ff1,Dimensions,1,"42,0",Width of work,Centimetres
d3643507-3618-59a5-a385-0dd56df08e9b,Dimensions,1,"54,5",Height of work,Centimetres
d3643507-3618-59a5-a385-0dd56df08e9b,Dimensions,1,"43,5",Width of work,Centimetres
520e8036-2bb0-5888-bd46-7d07010a8937,Dimensions,1,"42,0",Height of work,Centimetres
520e8036-2bb0-5888-bd46-7d07010a8937,Dimensions,1,"31,0",Width of work,Centimetres
c3364125-41a9-5887-a843-3b224efbb357,Dimensions,1,"80,0",Height of work,Centimetres
